folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir
725,2023-01-24 00:00:00+00:00,Guadalajara,1403900011147,70B,Congestionamiento,La distancia a las paradas,5,Rentada,No quiso responder,1,0,0,,,Sí,No,202,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,,18.0,33,Hombres,0.009623974960378725,0.353599031117883,0.49485796742216326,0.11812921010218567,0.02378981639738965,0.0685380895157595,0.8168343434059047,0.11462756707833571,0.15754786177330618,0.6293575637657677,0.17481143719167627,0.038283137269249805,27.529704921796615,24.99151989442349,16.750638799654958
726,2023-01-24 00:00:00+00:00,Guadalajara,1403900011147,70B,Congestionamiento,La distancia a las paradas,5,Prestada,No quiso responder,1,0,0,,,Sí,No,202,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,,18.0,63,Hombres,0.01686126183400445,0.2080980405927792,0.2990090980872605,0.33178361590136385,0.14424798358459232,0.06167703244236678,0.6470502824068842,0.29127268515074894,0.06382026372484305,0.3684077493894979,0.46253966872916286,0.10523231815649625,36.45192597971963,29.219022979850422,20.8734723305385
727,2023-01-24 00:00:00+00:00,Guadalajara,1403900011147,70B,Pavimento deteriorado,La falta de comodidad de las unidades del transporte,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,202,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,,11.0,71,Mujeres,0.1588729365899739,0.3965831988376198,0.3441218388037491,0.09664015516987923,0.0037818705987775867,0.34888612988197854,0.5497423797997011,0.10137149031832043,0.17601885021947047,0.5641877524295591,0.2190591738385675,0.04073422351240296,21.292666229820394,17.958277160153884,16.996070165151224
728,2023-01-24 00:00:00+00:00,Guadalajara,1403900011147,70B,Congestionamiento,Falta de información de rutas,2,Rentada,"$10,001 y $15,000",0,1,1,,Jefe del hogar,Sí,No,202,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0,"$10,001 y $15,000",27.0,58,Mujeres,0.061391145570162044,0.4376909121427786,0.4792395228342266,0.01754815590146685,0.004130263551365736,0.060195829334343046,0.8294376261822358,0.11036654448342112,0.40887891577089425,0.49034610982772847,0.08566391604513843,0.015111058356239049,22.480950138103488,25.09373061909445,13.65605693589378
729,2023-01-24 00:00:00+00:00,Guadalajara,1403900010967,70B,Falta de estacionamiento,Falta de información de rutas,2,Prestada,No quiso responder,0,0,0,,,Sí,No,202,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,53,Mujeres,0.13315152582289974,0.5273197595105191,0.336350128424292,0.0027878829446734534,0.00039070329761597576,0.17476344077109635,0.707424536197758,0.11781202303114567,0.35788978008515154,0.5016630392137649,0.11787936783944054,0.022567812861642948,18.488725890420394,22.51535395121004,14.441001707820597
730,2023-01-24 00:00:00+00:00,Guadalajara,1403900010967,70B,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",2,0,0,En la cochera de la casa,Hijo,Sí,Sí,202,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43,"$3,001 y $7,000",11.0,90,Mujeres,0.2005648174022161,0.4357428140835101,0.25391823920573475,0.09635819698516554,0.013415932323373953,0.1343762167951102,0.5494255375646877,0.3161982456402022,0.08299308213874686,0.3962629246631026,0.38730486282239274,0.1334391303757578,19.658456559673855,28.047530446642007,20.569520331481293
731,2023-01-24 00:00:00+00:00,Guadalajara,1403900014118,70B,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,1,0,0,,,Sí,No,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,64,Hombres,0.029667770633269377,0.2747944945650623,0.3658360595258227,0.2639631373026312,0.0657385379732149,0.009837391439323183,0.6081416429268801,0.3820209656337968,0.05959480474637638,0.38503100418503017,0.5110210361247266,0.04435315494386685,31.615190396063582,32.55038481503357,20.32106033012867
732,2023-01-24 00:00:00+00:00,Guadalajara,1403900014118,70B,Congestionamiento,Falta de cubiertas para espera en las paradas,4,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,202,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22,,23.0,56,Hombres,0.012593148495506138,0.23685830590268575,0.3900076649688411,0.24433877603914847,0.1162021045938185,0.027422593511839736,0.7790148737048908,0.19356253278326932,0.0769477113834284,0.5259230775169851,0.35656717592574766,0.040562035173838995,33.971024280598115,27.793796009731036,18.88594827911998
733,2023-01-24 00:00:00+00:00,Guadalajara,1403900014118,70B,Congestionamiento,Falta de cubiertas para espera en las paradas,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,202,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0,,23.0,21,Hombres,0.038475932713833046,0.3478176264547837,0.6107120057429956,0.0022027248587150783,0.0007917102296728399,0.0807531954893664,0.8477948829618296,0.071451921548804,0.5819720985105964,0.3544644369594242,0.049492980326920476,0.014070484203059121,24.298956242365552,23.7053175038777,11.96529480177954
734,2023-01-24 00:00:00+00:00,Guadalajara,1403900014118,70B,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,3,Rentada,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,202,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$15,001 y $25,000",27.0,29,Hombres,0.0075159625973460495,0.4034255388437491,0.5308754597048666,0.05510306570990419,0.003079973144134486,0.033938131594327195,0.8652825231287136,0.10077934527695927,0.3363284030987006,0.5296624522444777,0.11516886350177634,0.01884028115504524,25.2311417179549,25.503409783106214,14.532168181705327
735,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Falta de estacionamiento,La distancia a las paradas,6,Prestada,No quiso responder,1,0,0,,,Sí,No,202,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22,,23.0,17,Hombres,0.01017066019916621,0.354697381859313,0.4491262744326126,0.13060915643997553,0.05539652706893328,0.1351682131534528,0.5969510232703786,0.2678807635761686,0.13693994732709264,0.4202094029962235,0.27928824221282506,0.1635624074638587,28.63058458274449,26.91722044656901,19.755784878507598
736,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Falta de estacionamiento,La distancia a las paradas,4,Propia,"Más de $25,001",2,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,202,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,43,"Más de $25,001",23.0,48,Hombres,0.00843703436062288,0.1767277355842729,0.27276769493857994,0.40851956579912235,0.13354796931740237,0.027569764777598704,0.5437292438342685,0.4287009913881329,0.029768257265621212,0.31269601769895305,0.5170458728484428,0.1404898521869829,38.045040731981246,33.19844844726469,22.1460585596543
737,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Calles inundadas,Falta de información de rutas,3,Propia,"Más de $25,001",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"Más de $25,001",59.0,79,Hombres,0.1806001724215627,0.4962479961710693,0.25364063001475196,0.063962752399664,0.005548448992952637,0.0025600456335707093,0.2913933293706847,0.7060466249957447,0.029398485125425516,0.31641375905300184,0.5354514833927398,0.1187362724288327,18.587321471978004,40.177631279696435,21.948204344999837
738,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Calles inundadas,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,0,0,0,,,Sí,No,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0,,59.0,79,Hombres,0.4455511863520671,0.3804682071673542,0.17080820977710623,0.002135030294589394,0.0010373664088830906,0.010966205761635681,0.5935581498987949,0.39547564433956944,0.2891621614870469,0.5187390287276508,0.16218964127458665,0.02990916851071575,11.163568355093588,32.83275088153084,15.46276653447177
739,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Tiempos excesivos de traslado,El costo del viaje,4,Propia,"Más de $25,001",2,1,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"Más de $25,001",59.0,48,Hombres,0.029406062818337665,0.1951778164437099,0.4612665929069328,0.20987848086891026,0.10427104696210991,0.006133348503640237,0.38390660110162483,0.6099600503947349,0.024967475952105515,0.23862192734723886,0.6037137928711271,0.13269680382952842,33.24187561142914,37.88188079499153,22.753119396624626
740,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Calles inundadas,Falta de información de rutas,4,Propia,"Más de $25,001",2,1,2,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,202,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,43,"Más de $25,001",23.0,51,Hombres,0.01104447329191465,0.1244738866358798,0.29921937084886086,0.36723851919874273,0.19802375002460243,0.020355146364039636,0.44023842240840183,0.5394064312275585,0.023664425505174242,0.2542331981892481,0.5912743774911566,0.13082799881442098,40.1153294304958,35.91782440549689,22.634127596918596
741,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,1,0,0,,,Sí,No,202,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,48,Hombres,0.005791902744258792,0.3715910348710679,0.44720798581792426,0.11874286082523972,0.05666621574150969,0.03276738516253763,0.7962349336017684,0.17099768123569395,0.08664359767541094,0.5478683028476999,0.32990360890743603,0.035584490569453085,28.35612384161479,27.146529424520057,18.515431938967453
742,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Falta de señalamientos,Falta de información de rutas,2,Prestada,"Más de $25,001",0,0,2,"En la calle, afuera de la casa",Cónyuge,Sí,No,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0,"Más de $25,001",59.0,62,Hombres,0.12953306071744108,0.4137885218731167,0.42279957799655316,0.020022634888487118,0.013856204524401994,0.006389462160004907,0.47898016765035073,0.5146303701896444,0.20499547584422856,0.46501022319456736,0.2753751159315314,0.05461918502967273,21.079884426848825,35.6831514225217,17.436944081173188
743,2023-01-24 00:00:00+00:00,Guadalajara,1403900010399,70B,Calles inundadas,Trato del/de la chofer,2,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,No,No,202,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$15,001 y $25,000",11.0,54,Hombres,0.058277598361521944,0.3466667989467576,0.5777062421057818,0.011198256453542355,0.006151104132396471,0.2949995427755677,0.6324431691628951,0.07255728806153727,0.37709373870212953,0.4785839618370408,0.11942624911756985,0.024896050343259743,23.99923263841973,18.588828598801733,14.336996888815678
744,2023-01-25 00:00:00+00:00,Guadalajara,1403900011880,70A,Falta de estacionamiento,Poca frecuencia de paso en la noche,4,Rentada,"$15,001 y $25,000",0,0,2,,Hijo,Sí,Sí,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$15,001 y $25,000",11.0,48,Mujeres,0.02095192962268925,0.1404159941947294,0.420694575673643,0.2969905525310147,0.12094694797792398,0.10137911028739639,0.8062919538063017,0.09232893590630196,0.11194792096061135,0.5921692910104756,0.27096767161089,0.024915116418023138,36.18710100188391,23.690466878947433,17.6707998678906
745,2023-01-25 00:00:00+00:00,Guadalajara,1403900011880,70A,Falta de señalamientos,El tiempo de duración de viaje,5,Rentada,"Más de $25,001",1,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"Más de $25,001",18.0,41,Hombres,0.007213782652327968,0.12707044656681868,0.32630262450120345,0.3194203154823732,0.21999283079727716,0.036565235076341476,0.7421925323413473,0.22124223258231124,0.06642863294350174,0.5032806149898588,0.3788491454764891,0.05144160659015045,40.13433524886266,28.211005707560965,19.322429805706307
746,2023-01-25 00:00:00+00:00,Guadalajara,1403900011170,70A,Falta de cruces peatonales,La distancia a las paradas,2,Prestada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,111,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$15,001 y $25,000",59.0,30,Mujeres,0.05399190826901209,0.5531707966378786,0.38748783390488173,0.00480603209421126,0.0005434290940170439,0.015033385334397827,0.7599301187553833,0.22503649591021888,0.4697833806008487,0.42555478410666564,0.0863904903963268,0.01827134489615874,20.563911451688274,28.815038157909488,13.225198396702362
747,2023-01-25 00:00:00+00:00,Guadalajara,1403900011382,70A,Insuficiente transporte público,La distancia a las paradas,4,Prestada,No quiso responder,0,0,0,,,Sí,No,111,,0.1387817285660564,0.3659312617309933,0.2278629293751115,0.0561410542722747,0.1093503330629191,0.0969773093241203,0.0049553836685244,,18.51334871070175,32,0,,18.51334871070175,71,Mujeres,0.0576365644466321,0.43472389375653464,0.3534280722961529,0.12615143946252735,0.028060030038153248,0.10787010325307923,0.6364159963970831,0.25571390034983754,0.10697274127307457,0.47342649499526934,0.36254872185677134,0.05705204187488477,24.99175669513237,27.29253722997236,18.95744051466773
748,2023-01-25 00:00:00+00:00,Guadalajara,1403900011382,70A,Congestionamiento,La falta de comodidad de las unidades del transporte,1,Hipotecada,No quiso responder,0,0,0,,,No,No,111,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0,,27.0,59,Mujeres,0.2612488037688386,0.7236817371273528,0.010561997003980623,0.00293572983383093,0.0015717322659969106,0.03287286469174308,0.9193566921120643,0.047770443196192704,0.5958345196878081,0.32362364489148326,0.0644795478724695,0.016062287548239244,11.413567204615727,24.309771440910602,12.00615682624912
749,2023-01-25 00:00:00+00:00,Guadalajara,1403900013853,70A,Congestionamiento,La falta de comodidad de las unidades del transporte,4,Propia,"Más de $25,001",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,Sí,111,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22,"Más de $25,001",59.0,59,Hombres,0.05171024676372725,0.22773202374737558,0.43034100367507216,0.18960037354029546,0.1006163522735295,0.02107661783812852,0.5624115125541295,0.4165118696077421,0.05370097930839393,0.3201340113506537,0.5364702204994312,0.08969478884152123,31.615766141676765,33.07393417286299,21.29727055099264
750,2023-01-25 00:00:00+00:00,Guadalajara,1403900013853,70A,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,4,Propia,"Más de $25,001",2,0,2,En la cochera de la casa,Hijo,Sí,Sí,111,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,"Más de $25,001",27.0,20,Mujeres,0.0440617154371682,0.30042281587056074,0.43165625899355103,0.16694866185954277,0.05691054783917764,0.036216611237879275,0.6217484147916711,0.3420349739704497,0.09292429960046579,0.41456929610368076,0.3573773085746709,0.13512909572118256,29.038868130587296,30.99760573161124,20.27768960333256
751,2023-01-25 00:00:00+00:00,Guadalajara,1403900011414,70A,,Poca frecuencia de paso en el día,2,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,111,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$7,001 y $10,000",59.0,33,Hombres,0.10442267015204229,0.5234714754228816,0.3643454150119932,0.0049725131892682005,0.0027879262238149874,0.03891658626924074,0.7629544963391445,0.19812891739161476,0.46030307057967057,0.4088992077441477,0.10467891766702686,0.026118804009154856,19.545579103074065,27.62296702954536,13.572907640845326
752,2023-01-25 00:00:00+00:00,Guadalajara,1403900011414,70A,Pavimento deteriorado,El costo del viaje,5,Rentada,"$10,001 y $15,000",1,0,3,"En la calle, afuera de la casa",Cónyuge,Sí,No,111,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$10,001 y $15,000",27.0,40,Mujeres,0.04163300061612068,0.3493465566241746,0.45175330619380377,0.11664337367201058,0.040623762893890254,0.06405127139174287,0.8410912713347934,0.09485745727346366,0.09193384066474496,0.6170584195897898,0.25367713110632156,0.03733060863914358,27.088195566810324,24.644491003887836,17.89123606175891
753,2023-01-25 00:00:00+00:00,Guadalajara,1403900011965,70A,Congestionamiento,Trato del/de la chofer,3,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,111,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$15,001 y $25,000",27.0,64,Mujeres,0.15677517880675512,0.37318955445025603,0.3707594854336628,0.09588239556416402,0.0033933857451626465,0.0382057056123087,0.6372062816110828,0.3245880127766086,0.0576824389023877,0.520424454808818,0.3699456457382004,0.05194746055059385,21.708974091603856,30.54858735916659,19.329265023496003
754,2023-01-25 00:00:00+00:00,Guadalajara,1403900011645,70A,Falta de estacionamiento,Falta de información de rutas,6,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,111,,0.0343005284701989,0.3045124005083952,0.3244144537750166,0.0742766901001618,0.1745401739529272,0.0799430063978884,0.0080127467954118,,21.00776599766083,32,0,"$7,001 y $10,000",21.00776599766083,64,Hombres,0.059444827129314454,0.26623572284873986,0.39909833546755324,0.1751957372024454,0.10002537735194751,0.39237741567228496,0.4972750438603669,0.11034754046734806,0.0744155907230269,0.36530524971935857,0.3956865839507737,0.16459257560684074,30.526136172006538,17.120935454614163,21.203649155531426
755,2023-01-25 00:00:00+00:00,Guadalajara,1403900010435,70A,Congestionamiento,El tiempo de duración de viaje,5,Propia,"$10,001 y $15,000",1,0,0,,Cónyuge,Sí,No,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,"$10,001 y $15,000",11.0,52,Hombres,0.022329656042688984,0.2770342715884296,0.48264881869538745,0.14998047746960996,0.06800677620388353,0.21249728227808323,0.6367385220515113,0.15076419567040542,0.06942015731716747,0.4546838295369432,0.3737913888246268,0.10210462432126255,30.16514276542241,22.367641725745326,20.068643841199876
756,2023-01-25 00:00:00+00:00,Guadalajara,1403900010435,70A,Insuficiente transporte público,Falta de información de rutas,6,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$10,001 y $15,000",11.0,52,Mujeres,0.05876151655995862,0.19757125651033028,0.40846620250542703,0.21771631692165522,0.11748470750262896,0.45392976779556704,0.467853311626301,0.07821692057813187,0.07451346913848793,0.43886247230162806,0.3557565436466594,0.13086751491322463,32.8075388613797,14.904674746203423,20.343824834676965
757,2023-01-25 00:00:00+00:00,Guadalajara,1403900010435,70A,Insuficiente transporte público,Poca frecuencia de paso en la noche,5,Otros,No quiso responder,0,0,0,,,No,No,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,,11.0,46,Hombres,0.023945047437630134,0.2103752574197088,0.41032360647180355,0.21297178603477054,0.14238430263608803,0.6079178081481057,0.35906721246996465,0.03301497938192958,0.2230655477672627,0.5020514749081764,0.19773185480855993,0.07715112251600097,34.35780528032235,10.16931713022984,17.031748416586392
758,2023-01-25 00:00:00+00:00,Guadalajara,1403900011185,70A,Falta de cruces peatonales,El tiempo de duración de viaje,3,Propia,"$10,001 y $15,000",0,0,1,,Jefe del hogar,Sí,Sí,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,"$10,001 y $15,000",11.0,72,Mujeres,0.1569727001580308,0.38889638766710405,0.3119334363321139,0.1332020078121012,0.008995468030650442,0.22052385186734658,0.6253807353886033,0.15409541274405014,0.09992739495898227,0.5654919434663179,0.28374011311881003,0.05084054845588975,22.179398250528426,22.251622048296838,18.283950520572855
759,2023-01-25 00:00:00+00:00,Guadalajara,1403900011185,70A,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Rentada,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$7,001 y $10,000",18.0,26,Hombres,0.008767667436002578,0.6922866783093325,0.2563728392177191,0.023378020932519124,0.019194794104426576,0.1393256770243942,0.8135366766769379,0.047137646298667936,0.3507211526847192,0.5186998261805942,0.11058702095966229,0.019992000175024272,20.57812959365518,21.740349616283904,14.398798948999932
760,2023-01-25 00:00:00+00:00,Guadalajara,1403900011185,70A,Falta de cruces peatonales,La distancia a las paradas,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$3,001 y $7,000",11.0,77,Hombres,0.46055106007837393,0.3423607819859841,0.1943111662014992,0.0017908685270114542,0.0009861232071306776,0.5322243152330464,0.4207561251931088,0.04701955957384487,0.49383968604198863,0.3947271812109118,0.08849899906346284,0.022934133683636577,11.301591349913734,12.30806630460532,13.124220643109977
761,2023-01-25 00:00:00+00:00,Guadalajara,1403900010435,70A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,6,Propia,"$7,001 y $10,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,43,"$7,001 y $10,000",18.0,81,Mujeres,0.13989581459626582,0.27003912771071686,0.3440447362969701,0.17302720735048463,0.07299311404556318,0.10750245452752975,0.5376876426906193,0.35480990278185104,0.04302969499679329,0.2605711244421487,0.4594211785768532,0.23697800198420466,27.12780523576847,29.58056885532186,23.122779900387755
762,2023-01-25 00:00:00+00:00,Guadalajara,1403900010435,70A,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,5,Rentada,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,111,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$3,001 y $7,000",59.0,36,Hombres,0.04039153890856396,0.4716404009996007,0.43106483581915045,0.04971852886434944,0.007184695408335351,0.05704624555435848,0.8314464985109941,0.11150725593464741,0.18824896772637756,0.5852944661718571,0.18914999371279545,0.03730657238896995,23.162934673056203,25.195556993192287,16.604113366114863
763,2023-01-25 00:00:00+00:00,Guadalajara,1403900010435,70A,Congestionamiento,El tiempo de duración de viaje,3,Propia,"$10,001 y $15,000",3,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,111,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$10,001 y $15,000",59.0,63,Hombres,0.12290256309242635,0.4347874021346572,0.3066483534937215,0.1306770467134861,0.004984634565709205,0.008954070187501773,0.37049097845316903,0.6205549513593291,0.08760999828999066,0.3882616207262871,0.41966002676604597,0.10446835421767617,22.343116847653846,38.05786619676453,20.32789389529126
764,2023-01-25 00:00:00+00:00,Guadalajara,1403900011946,70A,Pavimento deteriorado,Poca frecuencia de paso en el día,6,Propia,No quiso responder,0,0,0,,Nieto,Sí,No,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,31,Mujeres,0.04668850487809544,0.20265976661462634,0.3957409162082075,0.24156977638030616,0.11334103591876428,0.3786303350675045,0.5208040874033649,0.10056557752913058,0.18254180808100784,0.4539913447233814,0.25483653151183006,0.10863031568378075,33.333877806212534,17.225880241549895,18.316442838387072
765,2023-01-25 00:00:00+00:00,Guadalajara,1403900011946,70A,Calles inundadas,El tiempo de duración de viaje,4,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,No,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$7,001 y $10,000",18.0,66,Mujeres,0.1379553276950943,0.39660836446107,0.30495849698280186,0.14224933838870485,0.01822847247232918,0.30987663408893906,0.5712639107178034,0.11885945519325755,0.1042593965989282,0.5000927601059689,0.33744979210653664,0.058198051188566274,23.058245260075413,19.296728251310384,18.796691983077928
766,2023-01-25 00:00:00+00:00,Guadalajara,1403900011927,70A,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$10,001 y $15,000",18.0,54,Hombres,0.011514824447055507,0.28141845643754826,0.5194398211470918,0.13965222536209843,0.047974672606206206,0.15444343449045095,0.7618998464446695,0.08365671906487962,0.11831657063958186,0.6047632091792448,0.23352013415837872,0.043400086022794465,29.674368697758176,22.217462110721407,17.616029884515083
767,2023-01-25 00:00:00+00:00,Guadalajara,1403900011927,70A,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Hipotecada,No quiso responder,0,0,0,,,No,No,111,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0,,18.0,82,Hombres,0.044257895241584334,0.2595191106604725,0.4071657537539167,0.18349391376654087,0.10556332657748618,0.034428375011535915,0.8385058754338454,0.12706574955461875,0.12376614328552675,0.5198235769327825,0.2861479950064366,0.07026228477525416,31.395007980766042,26.09623123947937,18.423251370171347
768,2023-01-25 00:00:00+00:00,Guadalajara,1403900011908,70A,Congestionamiento,Poca frecuencia de paso en el día,1,Rentada,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,111,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$1,501 y $3,000",11.0,76,Hombres,0.5752484228538249,0.4149122173562529,0.006355490790948399,0.0023544856376175537,0.0011293833613562976,0.34618032904318075,0.6065283154265427,0.04729135553027661,0.8227743802782957,0.13711317301110576,0.030064774738177816,0.010047671972420668,6.597902199236335,16.779373280160026,9.819085907237788
