folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir
12165,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,4,Hipotecada,No quiso responder,2,0,0,,Otro parentesco,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,43,,59.0,44,Hombres,0.007707268694933404,0.24546514601689762,0.608263534294157,0.11385322303579173,0.02471082795822007,0.019896629990902828,0.7178168591884628,0.2622865108206343,0.08963305579078361,0.5071964284418069,0.3644836902966552,0.038686825470754235,29.282755518470175,29.555070629092924,18.81779428357904
12166,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Congestionamiento,Poca frecuencia de paso en el día,2,Propia,No quiso responder,1,1,1,En la cochera de la casa,Cónyuge,Sí,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,64,Hombres,0.19960898201058835,0.4267487407529478,0.34688351903595427,0.012307612372129023,0.01445114582838039,0.07901918174857975,0.6563392097465934,0.2646416085048267,0.2544587545877724,0.46884153978272497,0.21379411981712654,0.06290558581237614,18.602290266057942,28.190296633645097,16.68117229483285
12167,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,,0.0512559571894391,0.3287344205216351,0.2452114067086918,0.0529144456238549,0.1110904708771589,0.1961420936102491,0.0146512054689709,,25.064094897393627,32,22,,25.064094897393627,81,Hombres,0.04965260977279856,0.20392127166854815,0.37140060003582986,0.2653118916719036,0.10971362685092026,0.01859968411971315,0.4483981782637835,0.5330021376165034,0.030926441102174632,0.17558062036114702,0.6142358771846762,0.17925706135200212,33.46911593095265,35.81265674630646,23.534588470292046
12168,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Cónyuge,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22,"$3,001 y $7,000",11.0,56,Hombres,0.13040623427404327,0.4907722718253241,0.3721710913278895,0.0046540434094387555,0.0019963591633043705,0.4237822426035376,0.527780635482091,0.04843712191437144,0.5218267742102393,0.3726793682776229,0.08756335834924113,0.01793049916289674,19.234751814340186,14.943279981545642,12.812780659718364
12169,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El tiempo de duración de viaje,2,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22,,59.0,73,Mujeres,0.3936241099600667,0.47640984721096835,0.12462148220620974,0.0037532795385202106,0.0015912810842350078,0.02783848444578912,0.49913716345782133,0.47302435209638966,0.3071160610667164,0.4054543211989791,0.23975407272882046,0.047675545005484,11.27913266146729,34.21143647151803,16.223912813384576
12170,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,No quiso responder,0,1,0,,Cónyuge,No,No,3,,0.0092069391786855,0.0970212218272707,0.3580279920955779,0.0771448436944599,0.2742027400288773,0.1758597833199717,0.0085364798551569,,27.79087068713932,0,0,,27.79087068713932,40,Hombres,0.00896319811777206,0.3073508220636596,0.3142660040482139,0.27065047894906513,0.09876949682128927,0.5073367069804713,0.4333680797304659,0.059295213289062725,0.20787176110967392,0.5245003392621647,0.22278336706197813,0.04484453256618338,32.82736979420517,13.18770893811713,16.836805368677368
12171,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,2,Hipotecada,No quiso responder,2,0,0,,Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,43,,59.0,46,Hombres,0.052336563892980324,0.2844094093218213,0.6514454913481901,0.008631061864504226,0.0031774735725033578,0.01466448440961091,0.7218689288140429,0.2634665867763463,0.35769755909715983,0.4600577410707273,0.15502746673235135,0.027217233099761404,25.051806105311112,29.707783870025306,14.814114990677712
12172,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,38,Mujeres,0.03432636538529361,0.41494513896044033,0.44859159446804797,0.09728579556907999,0.004851105617139058,0.015050656412682847,0.6078376475984885,0.3771116959888287,0.11633944947608674,0.5643660161952316,0.2877021679220157,0.031592366406665885,24.901580551739254,32.31235325383867,17.876379610074085
12173,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,,,3,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,3,,0.0086152148690139,0.086076515221066,0.3281558511445686,0.064046386941073,0.3276937042387697,0.1786281220752691,0.0067842055102393,,28.290160572936653,0,0,,28.290160572936653,29,Hombres,0.010006379364152187,0.41222945484868856,0.5355630882487014,0.04005205458645571,0.0021490229520017713,0.0780828293470487,0.8922545567586173,0.029662613894334087,0.5167446657455834,0.42943273019619754,0.044502052447128584,0.009320551611090466,24.75938246948914,22.80825221524052,12.37118791938981
12174,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Vialidades insuficientes,El tiempo de duración de viaje,1,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22,,18.0,69,Hombres,0.5397171846894634,0.4504222595110114,0.005606419217823506,0.001711502620287829,0.002542633961413767,0.07842899236853673,0.7239309927041475,0.19764001492731573,0.5595105084125839,0.2736410916017872,0.12859724751980572,0.038251152465823106,7.16396268059718,26.66342452648338,13.164712352310943
12175,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,La distancia a las paradas,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0,"$3,001 y $7,000",18.0,43,Hombres,0.013003695221629958,0.5388117181823473,0.36285490998362535,0.06041332532724091,0.024916351285156464,0.7568388731805348,0.23103153641873792,0.01212959040072726,0.3206676460205495,0.5263999507023155,0.128258904644065,0.024673498633070147,23.62958837567522,6.114847622883891,14.85550604711725
12176,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,,,2,Rentada,No quiso responder,0,0,0,,Hijo,Sí,No,3,,0.0110198703135367,0.0706466298851367,0.3376314887058249,0.0968476396311484,0.2894542432411559,0.1872820588035504,0.0071180694196468,,28.55191737454843,32,0,,28.55191737454843,46,Mujeres,0.09081912916066515,0.5365770570260119,0.3678512896075563,0.0031594488335572614,0.0015930753722089054,0.06327254427031301,0.8423614515156873,0.09436600421399968,0.40968790092091634,0.5012495577325261,0.07327332352787384,0.015789217818683615,19.694558077272802,24.65187703443448,13.561310865954596
12177,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,,18.0,31,Hombres,0.01566140694845941,0.39839402670285706,0.5113886642534207,0.06832175956477698,0.006234142530486134,0.1358583216251761,0.7061982951161629,0.15794338325866097,0.29365780383745743,0.5017324667516491,0.16064966623822577,0.04396006317266768,25.352042626738292,24.372098095944974,15.639295909968826
12178,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El tiempo de duración de viaje,3,Propia,No sabe,1,0,0,En la cochera de la casa,Cónyuge,No,No,3,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,0,22,,85.0,70,Hombres,0.1634352652975489,0.4205862225866937,0.31219704668416837,0.10015001920222093,0.003631446229368856,0.0292198010622314,0.38494375045744267,0.5858364484803259,0.09742728919762217,0.41760255565050186,0.4120470788889297,0.07292307626294628,20.815320889303287,36.77296308955394,19.683727537737603
12179,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,7,Propia,"$3,001 y $7,000",1,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$3,001 y $7,000",18.0,41,Hombres,0.01403202293484077,0.28299012257134054,0.34739147882026544,0.19577826998064304,0.15980810569291048,0.5235632681887507,0.41693386676510713,0.059502865046142224,0.13332158264244418,0.36101971089737106,0.3419867975445441,0.16367190891564065,33.76808254837546,12.803047459531257,20.28807226186705
12180,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,La distancia a las paradas,6,Propia,"$3,001 y $7,000",2,0,2,En la cochera de la casa,Hijo,Sí,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43,"$3,001 y $7,000",11.0,67,Mujeres,0.10766542753697862,0.29459922264365435,0.2710933673635134,0.2248804176089554,0.10176156484689933,0.2558201928327269,0.5281026261629559,0.2160771810043172,0.05510046656102708,0.31572698776799796,0.40368038856680016,0.2254921571041748,29.37483739359654,22.83009053511385,22.39651388971298
12181,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Rentada,"$3,001 y $7,000",1,0,1,En la cochera de la casa,Jefe del hogar,No,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22,"$3,001 y $7,000",18.0,34,Mujeres,0.14025881022471473,0.6709579078313834,0.15536092429253878,0.029152918272238492,0.004269439379124639,0.32156228899633477,0.6586035765026145,0.019834134501050798,0.5538406014297015,0.3974591766207193,0.04047392711034318,0.008226294839236101,16.48202731318903,16.738690157612137,12.02468732287291
12182,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Trato del/de la chofer,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,,11.0,64,Hombres,0.16940702181685244,0.45955841852098067,0.36949488972200867,0.0009296903588031639,0.0006099795813559207,0.406714686331659,0.5349752243716691,0.05831008929667179,0.45531793321189434,0.4241321678084398,0.10060382182252917,0.019946077157136716,18.427692370164632,15.579979581863633,13.481424343399265
12183,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El tiempo de duración de viaje,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0085884501143141,0.153601139856452,0.355967695061216,0.0911512115202096,0.2511109391451526,0.1324615455639407,0.0071190187387148,,25.39385205247007,32,0,,25.39385205247007,56,Hombres,0.07386952601635591,0.3856876030437523,0.5360173245372204,0.0027605585855466504,0.0016649878171253838,0.04995541928872902,0.8374038987426901,0.11264068196858089,0.3653054092423309,0.5192003822372129,0.09625537712256375,0.019238831397892463,22.630401058089912,25.39180562234786,14.155421045408142
12184,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Cónyuge,No,Sí,3,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,"$3,001 y $7,000",0.0,91,Mujeres,0.18659323654790844,0.4442016619424654,0.21953768722078154,0.12943739930717715,0.0202300149816678,0.510953821850731,0.4162013056038123,0.07284487254545682,0.21823574714402783,0.48776334090746754,0.2340780952274735,0.059922816721031155,20.656844514993093,13.412540344127965,17.085503852204067
12185,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,,,2,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,,0.0077418279020509,0.0573417521959581,0.302737219834199,0.0651835907621874,0.3571373545938437,0.2034410062940573,0.0064172484177032,,29.77044587958937,32,0,,29.77044587958937,26,Hombres,0.03610569359603039,0.3846486062946125,0.5762885058595388,0.0016937019558126564,0.0012634922940063967,0.17408210724213755,0.7257637825462434,0.100154110211619,0.611600689464543,0.31275487132074303,0.06197502596255328,0.013669413252160667,23.789656095966663,22.125573961055935,11.821705304018652
12186,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Vialidades insuficientes,Poca frecuencia de paso en la noche,2,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0,"$10,001 y $15,000",18.0,61,Hombres,0.16812714683689947,0.4715762291121248,0.3508825555880503,0.006513520601443749,0.00290054786148218,0.3157184224248643,0.6104533054171448,0.07382827215799093,0.41304259378380004,0.4580343303377139,0.10862323292524056,0.020299842953245502,18.427558027128256,18.12080812143705,13.889442600383452
12187,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43,,11.0,70,Hombres,0.03510984330406212,0.19112350913771542,0.4451324426935004,0.22909007714887747,0.0995441277158448,0.03509432820514976,0.4339395268440869,0.5309661449507633,0.03211925640971736,0.28093346594051677,0.5471725843285211,0.13977469332124473,33.27629370007914,35.369957456943965,22.356821716490344
12188,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,3,Prestada,No quiso responder,1,1,0,,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,36,Hombres,0.010033835478365923,0.39804458548608,0.529261779437719,0.060100108719520755,0.0025596908783145403,0.0556721052643515,0.6623954423190239,0.28193245241662457,0.2210086943318733,0.5402119791291552,0.2078637074369966,0.030915619101974916,25.29853008953563,29.148315879237927,16.389490010472585
12189,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,3,,0.008944431083069,0.1521280261433142,0.3261174636918348,0.0786077343555142,0.2343665136992744,0.181384720166744,0.0184511108602491,,27.9494393070458,32,22,,27.9494393070458,56,Mujeres,0.013433336136424705,0.12045183887663193,0.3446763621958741,0.37434668009704025,0.14709178269402892,0.06258823290467018,0.5731533812584458,0.364258385836884,0.022387768050705515,0.23678275772641835,0.5012009685539,0.23962850566897625,38.68429084002119,30.87582528453625,23.664561694729176
12190,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,6,Propia,"$7,001 y $10,000",1,1,4 o más,En la cochera de la casa,Jefe del hogar,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$7,001 y $10,000",18.0,37,Hombres,0.012119530572092545,0.39002084630466294,0.3073154291914782,0.1359087368354925,0.1546354570962746,0.336457450889654,0.5856715085938684,0.07787104051647746,0.1259590497447658,0.4538814962139206,0.3011228759536103,0.11903657808770333,31.061655776811175,17.716055110527282,19.30589585907401
12191,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,2,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,37,Hombres,0.023298643102751204,0.1790194968371895,0.7925188596902432,0.0036474837593753686,0.001515516610440339,0.012375471490171059,0.6637853687895833,0.3238391597202457,0.3582806017993651,0.46336598604036383,0.15114255885000943,0.02721085331026165,27.513607869123508,31.151289357801545,14.77826930936934
12192,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Vialidades insuficientes,Poca frecuencia de paso en la noche,2,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,,27.0,56,Hombres,0.09577897705163266,0.44374804280580943,0.4529219383197519,0.005123747655433664,0.0024272941673723616,0.02455215901062911,0.5534250151701493,0.4220228258192217,0.19563741933082923,0.4234120917795224,0.2838972478210817,0.09705324106856666,21.080558066359114,33.117273177587,18.258930485019086
12193,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Congestionamiento,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,,0.0058965438214016,0.0571973292834693,0.1198430262868405,0.0502328468972148,0.1026470016615322,0.6419087333954527,0.0222745186540884,,46.47911897470784,32,22,,46.47911897470784,56,Mujeres,0.02013958572685852,0.16542767442764722,0.4710247633598319,0.21371684372459104,0.12969113276107122,0.015913843363809476,0.6831337097775338,0.30095244685865674,0.04460053672552692,0.41090705774320085,0.4628100429162534,0.08168236261501882,34.825316690326034,30.53997403701768,20.652593851366113
12194,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,La distancia a las paradas,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$3,001 y $7,000",11.0,66,Mujeres,0.39313099705802523,0.42845523384680384,0.1745801322018744,0.003085590547810914,0.0007480463454854627,0.5845816086502386,0.382793920149509,0.03262447120025244,0.5171922239491432,0.3812924106012307,0.08416258539659964,0.017352780053026453,12.026380598234079,10.720404230000081,12.813407372428074
12195,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,,0.0037333436701029,0.0236449288141208,0.1031008297145026,0.0357991481572612,0.1035382836694202,0.7089201682231722,0.0212632977514201,,49.36849345254561,32,22,,49.36849345254561,43,Hombres,0.009925552042774184,0.43999273226587976,0.46704332861802667,0.05569252983575857,0.027345857237561222,0.03871744180324847,0.6205325890898495,0.34074996910690186,0.07667111049685729,0.47015711613621725,0.4194864770959312,0.03368529627099429,25.308187835083153,30.908030686180776,19.2814876731285
12196,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,3,Hipotecada,No quiso responder,2,1,0,,Jefe del hogar,No,No,3,,0.002277732962133,0.0135030899954297,0.0395147883776661,0.0160390050515298,0.0410241697824338,0.8785924405053323,0.009048773325475,,54.9424496035386,0,43,,54.9424496035386,47,Hombres,0.024326072773720123,0.2676218194122068,0.5178841227448323,0.18020697156878224,0.009961013500458507,0.02241104293505545,0.6618727124247288,0.31571624464021575,0.0962966438567633,0.5548964190966642,0.31227766128488027,0.036529275761692244,28.965877611964853,30.723608596283633,18.312316551612014
12197,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,No sabe,0,0,3,,Cónyuge,Sí,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,,11.0,63,Hombres,0.02225487244692623,0.21670611053464217,0.3852582669649367,0.27294781312596667,0.10283293692752858,0.22019332354567256,0.6125540813428542,0.16725259511147322,0.06182258436082345,0.44619216154939056,0.3843030838827022,0.10768217020708377,34.02200649030638,22.562169922467742,20.30275871948837
12198,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",1,1,1,En la cochera de la casa,Cónyuge,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$7,001 y $10,000",18.0,46,Hombres,0.025125999221252613,0.4111359114808569,0.32639125701002636,0.1562049175391756,0.08114191474868926,0.2946498938321252,0.591615079337625,0.11373502683024989,0.08779803236684817,0.4583970066660166,0.35161408331916055,0.10219087764797476,28.420250645995793,19.544308165124747,19.745582449986095
12199,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Pavimento deteriorado,Poca frecuencia de paso en el día,7,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$7,001 y $10,000",18.0,38,Hombres,0.013893151802936515,0.34139765305084613,0.34665608738499665,0.14462800539268003,0.1534251023685411,0.39676516419101526,0.5207168455534931,0.08251799025549172,0.10166512889723008,0.37702426817205015,0.351190728543789,0.17011987438693088,31.879122997241875,16.375549835291945,20.71812278736337
12200,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,La distancia a las paradas,4,Prestada,"$10,001 y $15,000",1,0,1,En la cochera de la casa,Cónyuge,No,Sí,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22,"$10,001 y $15,000",27.0,28,Hombres,0.010642691587924516,0.5676783599574139,0.36915748522121733,0.047980097834174555,0.004541365399269824,0.31134990063667767,0.6491931164007294,0.03945698296259303,0.458946308062562,0.43324996606041066,0.08976457816122665,0.018039147715800653,22.443165230946434,17.435112992859377,13.335172524242127
12201,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Falta de cruces peatonales,Poca frecuencia de paso en la noche,5,Hipotecada,No quiso responder,1,1,0,"En la calle, afuera de la casa",Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22,,59.0,42,Hombres,0.016368942228893377,0.263514901541919,0.4508398490317658,0.17933582337550524,0.08994048382191683,0.04056470946135027,0.7844759139814937,0.17495937655715604,0.11143809142350328,0.5475338446274094,0.28796681782451145,0.05306124612457588,31.66457623152369,27.050512633742187,18.261209749201278
12202,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,,,3,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,65,Mujeres,0.09788999611778752,0.4002583516316888,0.3834625579933222,0.11584687061633664,0.0025422236408652074,0.1466360584567861,0.6787860278164498,0.1745779137267641,0.1305186238111867,0.5842591082012017,0.250686875272805,0.03453539271480664,23.375246262712583,24.496026612752708,17.513912295129852
12203,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El tiempo de duración de viaje,4,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,3,Primaria Completa,0.0305929572999275,0.208416159145669,0.3394956882333497,0.074360872169858,0.1535478106047515,0.1856405195984792,0.0079459929479648,11.0,25.887791141924968,0,0,,25.887791141924968,60,Hombres,0.022575420506720952,0.271877269670982,0.3967819801951903,0.24331065473703567,0.06545467489007174,0.050139265306181874,0.8944500536518362,0.05541068104198212,0.137712680642859,0.6531245357734347,0.18555669228340158,0.023606091300304718,31.563425717313645,24.071103296617228,16.760449553929213
12204,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Congestionamiento,La falta de comodidad de las unidades del transporte,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Hijo,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,43,,18.0,69,Mujeres,0.07036554935540837,0.3264947336709281,0.44445434075499884,0.14180775290335115,0.016877623315313603,0.021196041169026736,0.40915897088037206,0.5696449879506013,0.03801437655662045,0.3752314771195466,0.477573789243302,0.10918035708053085,26.228197224257165,36.59312973480719,21.263361014781946
12205,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,3,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,"$3,001 y $7,000",0.0,81,Hombres,0.47251964533046714,0.34702492862258,0.17349854867651296,0.006191914247457221,0.0007649631229831866,0.386151248954155,0.5144161201729229,0.09943263087292212,0.41288151492306135,0.43685933804225513,0.11138819288787336,0.03887095414681011,10.91531974419561,17.01932053517749,14.209988690067457
12206,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,2,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,66,Mujeres,0.18650695869264125,0.5060095794131936,0.2980146958189998,0.007456053362263704,0.0020127127129021642,0.0040794267650474765,0.4004784772421121,0.5954420959928404,0.24375321258245483,0.4003595508365644,0.31311766239953026,0.04276957418145065,17.29435319173806,37.59726196547419,17.239228785439817
12207,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0101717133134992,0.0712714846801769,0.4061337286604305,0.0893936495974037,0.3045426471399179,0.1119165575930815,0.0065702190154901,,25.53464437519624,32,0,,25.53464437519624,41,Mujeres,0.0745856165411281,0.34486371302256685,0.39409772230912515,0.14968371587829182,0.036769232248888416,0.09057910306823126,0.8124154290370842,0.09700546789468455,0.1828122573200431,0.6159856375028728,0.18222120785762932,0.018980897319454675,26.518359184505005,24.057227287940194,16.298965961411962
12208,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Conducción del/ de la chofer,5,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,3,,0.0249452304669997,0.0711208234123576,0.1069998686804626,0.0602202773419256,0.1023558850002821,0.6040358476202325,0.0303220674777397,,45.07249271285776,32,22,,45.07249271285776,66,Mujeres,0.049193198131313405,0.17928684262408948,0.42755933400101126,0.22027634430655346,0.12368428093703282,0.016386628533645142,0.4081025854956769,0.575510785970678,0.02289523798978441,0.216912070306218,0.5794471217372269,0.1807455699667707,33.62109496865315,36.84346899251811,23.34434418944787
