folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas
14093,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Propia,No quiso responder,0,0,1,,Cónyuge,Sí,No,35,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14094,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Insuficiente transporte público,Poca frecuencia de paso en la noche,5,Propia,No quiso responder,1,0,0,En la cochera de la casa,Hijo,Sí,No,3,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,22
14095,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Propia,"Hasta $1,500",1,3,0,En la cochera de la casa,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14096,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Calles inundadas,,4,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,No,No,3,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,0,22
14097,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,0,1,1,,Jefe del hogar,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14098,2023-04-11 00:00:00+00:00,Zapotlanejo,141240001018A,03,Insuficiente transporte público,El costo del viaje,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,35,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
14099,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,2,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14100,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,2,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,,0.09474470119195,0.3105925509082378,0.2024766062653074,0.0660414836956618,0.1364152967627051,0.1834078858920803,0.0063214752840573,,23.621654777137024,32,0
14101,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,3,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14102,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,1,0,1,,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14103,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",1,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14104,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,5,Hipotecada,No quiso responder,1,1,0,,Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14105,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Pavimento deteriorado,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,2,1,,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14106,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Falta de señalamientos,Trato del/de la chofer,1,Hipotecada,No quiso responder,1,0,1,"En la calle, afuera de la casa",Jefe del hogar,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14107,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Falta de cruces peatonales,El tiempo de duración de viaje,5,Propia,"$10,001 y $15,000",1,0,2,En la cochera de la casa,Cónyuge,Sí,Sí,35,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
14108,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,3,,0.0792420860864328,0.2310684377538493,0.1363409787597754,0.0468436037863693,0.0847266358567514,0.4118765998594396,0.0099016578973819,,33.50327280117148,0,0
14109,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,2,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0252794833309625,0.1898397593634238,0.1224451927357386,0.051923340748105,0.1197753593056296,0.4806250960670802,0.0101117684490602,,37.93680334682723,32,0
14110,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Congestionamiento,El tiempo de duración de viaje,3,Propia,No quiso responder,1,1,0,En la cochera de la casa,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14111,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$3,001 y $7,000",0,1,0,En la cochera de la casa,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14112,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Congestionamiento,La distancia a las paradas,2,Propia,No quiso responder,0,1,0,,Cónyuge,Sí,No,3,,0.0090660894167604,0.0782601400121505,0.3138508596797171,0.0928773767993326,0.3243702051344647,0.1731694420315053,0.0084058869260691,,28.335849687958454,32,0
14113,2023-04-11 00:00:00+00:00,Zapotlanejo,141240001018A,03,Congestionamiento,El costo del viaje,4,Prestada,No quiso responder,0,0,0,,Cónyuge,No,Sí,35,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14114,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Rentada,No quiso responder,1,0,2,,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14115,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Insuficiente transporte público,El tiempo de duración de viaje,2,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14116,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,3,Hipotecada,No quiso responder,1,1,0,,Hijo,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14117,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
14118,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Falta de señalamientos,Poca frecuencia de paso en el día,4,Propia,No quiso responder,1,0,1,En la cochera de la casa,Cónyuge,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14119,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,Poca frecuencia de paso en el día,3,Otros,No quiso responder,0,0,0,,Jefe del hogar,No,No,3,,0.010233138900907,0.0722176021973832,0.3493020950721808,0.0735568482869885,0.3082346686213758,0.1798457512504263,0.0066098956707384,,28.26871535463627,0,0
14120,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,2,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14121,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Falta de señalamientos,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,1,1,2,"En la calle, afuera de la casa",Cónyuge,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14122,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Prestada,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,3,,0.006311606512291,0.0589088016997129,0.2149233215965771,0.0596179889225613,0.1581351518524444,0.4882969339069078,0.0138061955095053,,40.14052517148566,32,0
14123,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,,0.0106840248164059,0.1298201318705882,0.4069156455136914,0.0799181082837266,0.2588497932718211,0.1079385068069048,0.0058737894368616,,24.447207982428427,32,0
14124,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Pavimento deteriorado,La distancia a las paradas,3,Propia,No quiso responder,0,1,0,,Hijo,Sí,No,3,,0.0094279189466872,0.0874471037434589,0.3660986860690865,0.0965841323852653,0.2992961193611587,0.1315607178064721,0.0095853216878708,,26.43095945208488,32,0
14125,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Falta de señalamientos,Poca frecuencia de paso en el día,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,35,,0.0588096148560026,0.2681768627191711,0.3252374411045384,0.0808926688972936,0.1731764280525359,0.0856600003391069,0.0080469840313511,,21.07844803452096,32,0
14126,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",1,1,0,En la cochera de la casa,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14127,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,3,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,No,No,3,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,0,22
14128,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Rentada,"$7,001 y $10,000",0,1,0,,Jefe del hogar,Sí,Sí,3,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
14129,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,4,Hipotecada,No quiso responder,1,1,0,,Jefe del hogar,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14130,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Propia,"$3,001 y $7,000",0,1,0,,Compañero,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14131,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Falta de señalamientos,Falta de información de rutas,4,Hipotecada,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14132,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",0,1,1,,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
14133,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Falta de ciclovías,Poca frecuencia de paso en la noche,2,Prestada,"$7,001 y $10,000",0,0,1,,Jefe del hogar,No,Sí,35,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
14134,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,4,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0339741919378353,0.287124763558774,0.292762558307678,0.0661293369921419,0.1617728840277341,0.1517259091458222,0.0065103560300142,,23.822149970407533,32,0
14135,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,2,Hipotecada,No quiso responder,1,0,0,,Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14136,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,3,Hipotecada,No quiso responder,1,0,0,,Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14137,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,1,Otros,No quiso responder,1,1,1,,Jefe del hogar,No,No,3,,0.0031317944072301,0.0282200190981857,0.0738520382305635,0.0298857960182326,0.0660996205161466,0.7795436524054054,0.0192670793242355,,51.742597195064434,0,22
14138,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El costo del viaje,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,3,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
14139,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Vialidades insuficientes,La distancia a las paradas,3,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14140,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Trato del/de la chofer,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
14141,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en la noche,3,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,,0.0541880536184007,0.2954875078661846,0.3248161594343314,0.0743532053265818,0.1514236093697153,0.0952737868146251,0.0044576775701608,,20.895670647366245,32,0
14142,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Insuficiente transporte público,La distancia a las paradas,2,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14143,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,3,Prestada,No quiso responder,1,0,0,,Hijo,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14144,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Insuficiente transporte público,La distancia a las paradas,3,Propia,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,35,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14145,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,3,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,,0.0044332406101274,0.0328284207693826,0.0957862937660393,0.0443724914413564,0.0873907488185047,0.7136132654541001,0.0215755391404894,,49.40248692623625,32,22
14146,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,43
14147,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Vialidades insuficientes,Poca frecuencia de paso en el día,2,Propia,No quiso responder,1,0,1,En la cochera de la casa,Cónyuge,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
14148,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Pavimento deteriorado,La distancia a las paradas,4,Propia,No quiso responder,1,1,0,En la cochera de la casa,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14149,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,4,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14150,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,4,Hipotecada,No quiso responder,1,0,0,,Cónyuge,No,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
14151,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Hipotecada,No quiso responder,1,1,0,,Cónyuge,No,No,3,,0.0064557704478388,0.0357432932499331,0.077212560068578,0.0270852383592885,0.0613311025032015,0.7762478797709198,0.01592415560024,,51.214080689338424,0,22
14152,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Pavimento deteriorado,El costo del viaje,4,Propia,No quiso responder,1,1,1,En la cochera de la casa,Hijo,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14153,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",1,1,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14154,2023-04-11 00:00:00+00:00,Zapotlanejo,141240001018A,03,Congestionamiento,Trato del/de la chofer,2,Propia,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,35,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
14155,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,5,Otros,No quiso responder,0,0,0,,Cónyuge,No,No,3,Licenciatura Completa,0.0092905121735897,0.0801658687165845,0.4507278928535612,0.0701141210292183,0.2761849990684633,0.1060896672015163,0.0074269389570665,59.0,24.95512656200718,0,0
14156,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,4,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14157,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14158,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,3,,0.0126226700170973,0.0429912937231646,0.0674256131352469,0.0346135649494619,0.0697374235292883,0.7531994503374929,0.019409984308248,,50.45420393263083,32,43
14159,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,2,Prestada,No quiso responder,0,1,1,,Jefe del hogar,Sí,No,3,,0.0058974042631797,0.0466167311660475,0.1916344430633704,0.0565503922533363,0.1852417366186678,0.5009634840430804,0.0130958085923177,,40.934379217386706,32,0
14160,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,1,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
14161,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$1,501 y $3,000",0,0,1,,Hijo,No,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
14162,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,2,Hipotecada,No quiso responder,0,0,1,,Jefe del hogar,No,No,3,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14163,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Propia,"$7,001 y $10,000",1,1,0,En la cochera de la casa,Cónyuge,Sí,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14164,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,2,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,No,No,3,,0.0037224145229595,0.0313955557529234,0.0791304866105952,0.0304732610352227,0.0755010781499324,0.7632561487719649,0.0165210551564012,,50.945516451971216,0,22
14165,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Pavimento deteriorado,La distancia a las paradas,2,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14166,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Pavimento deteriorado,Poca frecuencia de paso en la noche,5,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14167,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,No quiso responder,1,1,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,35,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14168,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,5,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
14169,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,,,1,Hipotecada,No quiso responder,0,1,0,,Jefe del hogar,No,No,3,,0.0092087107410895,0.0727012618426097,0.267323845899836,0.0694967777190195,0.2926631759909517,0.2805339456100003,0.0080722821964931,,32.34952152345084,0,0
14170,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,2,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
14171,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Rentada,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,,0.0119479488409983,0.0544060574576333,0.1058757412605088,0.0454087437453047,0.0889439774816013,0.6715819415556692,0.0218355896582842,,47.429478145607014,32,22
14172,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Insuficiente transporte público,El tiempo de duración de viaje,3,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,35,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
14173,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en el día,10 y +,Propia,"$7,001 y $10,000",1,1,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
14174,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,,,3,Prestada,No quiso responder,0,0,0,,,Sí,No,3,,0.0198924756881046,0.0808685481739509,0.1592327942279967,0.0487392712808195,0.1288816642901532,0.5523774266118887,0.010007819727086,,41.79748534821414,32,0
14175,2023-04-11 00:00:00+00:00,Zapotlanejo,141240033,48F,Pavimento deteriorado,Poca frecuencia de paso en la noche,2,Prestada,No sabe,0,1,0,,Cónyuge,No,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
14176,2023-04-11 00:00:00+00:00,Zapotlanejo,1412400010175,03,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,2,2,0,En la cochera de la casa,Cónyuge,Sí,Sí,35,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
14177,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Insuficiente transporte público,Poca frecuencia de paso en la noche,6,Propia,"$7,001 y $10,000",1,2,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,3,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
14178,2023-04-11 00:00:00+00:00,Zapotlanejo,141240029,48F,Falta de cruces peatonales,Falta de información de rutas,2,Propia,"$3,001 y $7,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
