folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas
91,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Congestionamiento,El costo del viaje,3,Propia,"$3,001 y $7,000",0,0,1,,Jefe del hogar,No,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
92,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",2,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,43
93,2023-01-26 00:00:00+00:00,Guadalajara,1403900015012,09,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
94,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Pavimento deteriorado,Poca frecuencia de paso en el día,7,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
95,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Falta de señalamientos,La distancia a las paradas,1,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
96,2023-01-26 00:00:00+00:00,Guadalajara,1403900010825,09,Falta de señalamientos,La distancia a las paradas,3,Propia,"$15,001 y $25,000",0,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,249,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
97,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Vialidades insuficientes,El costo del viaje,1,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
98,2023-01-26 00:00:00+00:00,Guadalajara,1403900015012,09,Insuficiente transporte público,El costo del viaje,1,Propia,No sabe,0,0,0,,Jefe del hogar,No,Sí,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
99,2023-01-26 00:00:00+00:00,Guadalajara,140390001090A,09,Vialidades insuficientes,La distancia a las paradas,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
100,2023-01-26 00:00:00+00:00,Guadalajara,1403900010539,09,Pavimento deteriorado,La falta de comodidad de las unidades del transporte,2,Rentada,"$3,001 y $7,000",0,0,0,,Cónyuge,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
101,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,6,Rentada,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
102,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,3,Prestada,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,Sí,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
103,2023-01-26 00:00:00+00:00,Guadalajara,140390001083A,09,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$3,001 y $7,000",1,2,1,En la cochera de la casa,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
104,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Tiempos excesivos de traslado,La distancia a las paradas,3,Rentada,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
105,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Falta de estacionamiento,Poca frecuencia de paso en la noche,5,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
106,2023-01-26 00:00:00+00:00,Guadalajara,1403900015012,09,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Prestada,"$1,501 y $3,000",0,0,1,,Jefe del hogar,No,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
107,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Falta de señalamientos,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43
108,2023-01-26 00:00:00+00:00,Guadalajara,140390001090A,09,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
109,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
110,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
111,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Insuficiente transporte público,El costo del viaje,4,Propia,"$10,001 y $15,000",1,0,0,,Cónyuge,No,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
112,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Congestionamiento,Poca frecuencia de paso en el día,5,Rentada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
113,2023-01-26 00:00:00+00:00,Guadalajara,1403900010539,09,Calles inundadas,El tiempo de duración de viaje,5,Propia,"$10,001 y $15,000",0,1,1,,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
114,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$10,001 y $15,000",2,0,0,"En la calle, afuera de la casa",Hijo,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43
115,2023-01-26 00:00:00+00:00,Guadalajara,1403900013800,09,Pavimento deteriorado,Poca frecuencia de paso en la noche,3,Rentada,"$7,001 y $10,000",1,0,2,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
116,2023-01-26 00:00:00+00:00,Guadalajara,1403900013800,09,Falta de estacionamiento,Poca frecuencia de paso en la noche,1,Propia,"$3,001 y $7,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
118,2023-01-26 00:00:00+00:00,Guadalajara,1403900014245,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,1,,Nieto,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
119,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Calles inundadas,La falta de comodidad de las unidades del transporte,6,Rentada,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
120,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Tiempos excesivos de traslado,El tiempo de duración de viaje,5,Rentada,"$7,001 y $10,000",1,0,0,,Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
121,2023-01-26 00:00:00+00:00,Guadalajara,140390001090A,09,Tiempos excesivos de traslado,Falta de información de rutas,2,Rentada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Compañero,Sí,Sí,249,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
122,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Vialidades insuficientes,Falta de cubiertas para espera en las paradas,1,Prestada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
123,2023-01-26 00:00:00+00:00,Guadalajara,1403900014226,09,Pavimento deteriorado,El costo del viaje,1,Propia,"$3,001 y $7,000",0,1,0,,Jefe del hogar,No,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
124,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Insuficiente transporte público,El tiempo de duración de viaje,5,Rentada,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
125,2023-01-26 00:00:00+00:00,Guadalajara,1403900013800,09,Congestionamiento,Poca frecuencia de paso en la noche,3,Propia,"$7,001 y $10,000",0,0,1,,Jefe del hogar,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
126,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Insuficiente transporte público,La distancia a las paradas,6,Propia,No sabe,0,0,0,,Jefe del hogar,Sí,Sí,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0
127,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,1,,Cónyuge,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
128,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Insuficiente transporte público,Conducción del/ de la chofer,7,Propia,"Más de $25,001",1,0,0,,Hijo,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
129,2023-01-26 00:00:00+00:00,Guadalajara,1403900014194,09,Falta de ciclovías,Falta de información de rutas,3,Propia,"$15,001 y $25,000",1,0,0,"En la calle, pero no frente a mi casa",Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
130,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Calles inundadas,El costo del viaje,4,Propia,"$7,001 y $10,000",1,0,1,"En la calle, afuera de la casa",Cónyuge,No,Sí,249,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0,22
131,2023-01-26 00:00:00+00:00,Guadalajara,1403900010539,09,Falta de estacionamiento,Falta de información de rutas,6,Propia,"$10,001 y $15,000",1,0,2,,Hijo,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
132,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Pavimento deteriorado,Poca frecuencia de paso en el día,1,Propia,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
133,2023-01-26 00:00:00+00:00,Guadalajara,140390001090A,09,Congestionamiento,Trato del/de la chofer,4,Propia,No quiso responder,1,1,0,"En la calle, afuera de la casa",Hijo,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
134,2023-01-26 00:00:00+00:00,Guadalajara,1403900014283,09,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
135,2023-01-26 00:00:00+00:00,Guadalajara,1403900010882,09,Congestionamiento,La falta de comodidad de las unidades del transporte,3,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
136,2023-01-26 00:00:00+00:00,Guadalajara,1403900015296,09,Tiempos excesivos de traslado,El costo del viaje,4,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
137,2023-01-26 00:00:00+00:00,Guadalajara,1403900010825,09,Congestionamiento,Poca frecuencia de paso en la noche,3,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Jefe del hogar,No,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
138,2023-01-26 00:00:00+00:00,Guadalajara,1403900015243,09,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Propia,"$10,001 y $15,000",0,0,1,,Cónyuge,Sí,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
139,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,"$10,001 y $15,000",1,0,0,,Cónyuge,No,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
140,2023-01-26 00:00:00+00:00,Guadalajara,1403900010825,09,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,1,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
141,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Propia,No sabe,1,0,1,En la cochera de la casa,Hijo,No,No,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22
142,2023-01-26 00:00:00+00:00,Guadalajara,1403900014194,09,Calles inundadas,La distancia a las paradas,5,Rentada,"Más de $25,001",1,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
143,2023-01-26 00:00:00+00:00,Guadalajara,1403900014194,09,Calles inundadas,Poca frecuencia de paso en la noche,5,Propia,No sabe,1,0,1,,Jefe del hogar,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
144,2023-01-26 00:00:00+00:00,Guadalajara,1403900015277,09,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,6,Rentada,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
145,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Insuficiente transporte público,El tiempo de duración de viaje,5,Propia,No sabe,1,0,4 o más,"En la calle, afuera de la casa",Hijo,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
146,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Congestionamiento,Poca frecuencia de paso en el día,2,Rentada,"$3,001 y $7,000",1,0,0,Estacionamiento privado,Jefe del hogar,No,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
147,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Pavimento deteriorado,Falta de información de rutas,5,Rentada,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
148,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Tiempos excesivos de traslado,Poca frecuencia de paso en la noche,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
149,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Pavimento deteriorado,Poca frecuencia de paso en la noche,5,Rentada,"$7,001 y $10,000",1,0,2,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
150,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Falta de señalamientos,Poca frecuencia de paso en el día,5,Propia,"$3,001 y $7,000",1,0,0,,Cónyuge,No,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22
151,2023-01-26 00:00:00+00:00,Guadalajara,1403900015243,09,Falta de estacionamiento,Falta de cubiertas para espera en las paradas,3,Prestada,No quiso responder,0,0,0,,,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
152,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Falta de estacionamiento,El tiempo de duración de viaje,3,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
153,2023-01-26 00:00:00+00:00,Guadalajara,1403900015277,09,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
154,2023-01-26 00:00:00+00:00,Guadalajara,1403900015277,09,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,5,Prestada,No quiso responder,0,0,0,,,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
155,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Falta de cruces peatonales,Poca frecuencia de paso en la noche,2,Prestada,"$7,001 y $10,000",0,0,0,,Hijo,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
156,2023-01-26 00:00:00+00:00,Guadalajara,1403900015277,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,6,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
157,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Prestada,"$10,001 y $15,000",1,1,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
158,2023-01-26 00:00:00+00:00,Guadalajara,1403900010859,09,Vialidades insuficientes,Poca frecuencia de paso en la noche,4,Propia,"$1,501 y $3,000",0,0,1,,Jefe del hogar,No,Sí,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159,2023-01-26 00:00:00+00:00,Guadalajara,1403900015243,09,Congestionamiento,Poca frecuencia de paso en la noche,4,Propia,"$7,001 y $10,000",0,0,2,,Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
160,2023-01-26 00:00:00+00:00,Guadalajara,1403900010825,09,Falta de señalamientos,El tiempo de duración de viaje,2,Propia,"Hasta $1,500",1,0,0,En la cochera de la casa,Jefe del hogar,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
161,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Tiempos excesivos de traslado,Falta de información de rutas,2,Propia,"Más de $25,001",0,1,4 o más,"En la calle, pero no frente a mi casa",Jefe del hogar,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
162,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Insuficiente transporte público,El tiempo de duración de viaje,2,Prestada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
163,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Insuficiente transporte público,Poca frecuencia de paso en la noche,1,Propia,"$7,001 y $10,000",1,0,0,,Jefe del hogar,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
164,2023-01-26 00:00:00+00:00,Guadalajara,1403900015277,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Rentada,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
165,2023-01-26 00:00:00+00:00,Guadalajara,1403900014194,09,Falta de cruces peatonales,Poca frecuencia de paso en el día,4,Rentada,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
166,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,3,Propia,"$3,001 y $7,000",1,1,0,,Jefe del hogar,Sí,Sí,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
167,2023-01-26 00:00:00+00:00,Guadalajara,1403900010882,09,Falta de señalamientos,La falta de comodidad de las unidades del transporte,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,249,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168,2023-01-26 00:00:00+00:00,Guadalajara,1403900015277,09,Falta de señalamientos,Poca frecuencia de paso en el día,3,Propia,"$10,001 y $15,000",0,0,1,,Jefe del hogar,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
169,2023-01-26 00:00:00+00:00,Guadalajara,140390001083A,09,Congestionamiento,Poca frecuencia de paso en el día,5,Hipotecada,No quiso responder,0,0,0,,,No,No,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
170,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,6,Propia,"Más de $25,001",2,0,1,Pensión,Hijo,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,43
171,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,249,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
172,2023-01-26 00:00:00+00:00,Guadalajara,1403900013177,09,Pavimento deteriorado,Falta de información de rutas,2,Rentada,"$3,001 y $7,000",1,0,1,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
173,2023-01-26 00:00:00+00:00,Guadalajara,1403900015008,09,Insuficiente transporte público,La distancia a las paradas,3,Propia,"$7,001 y $10,000",0,0,1,,Otro parentesco,Sí,Sí,249,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
174,2023-01-26 00:00:00+00:00,Guadalajara,1403900014194,09,Calles inundadas,La falta de comodidad de las unidades del transporte,3,Rentada,"$15,001 y $25,000",1,1,0,"Otro lugar, ¿dónde?",Cónyuge,Sí,No,249,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
175,2023-01-26 00:00:00+00:00,Guadalajara,1403900013209,09,Congestionamiento,Falta de información de rutas,4,Propia,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
176,2023-01-26 00:00:00+00:00,Guadalajara,1403900011471,09,Falta de ciclovías,El tiempo de duración de viaje,2,Propia,"Más de $25,001",1,2,4 o más,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
177,2023-01-26 00:00:00+00:00,Guadalajara,140390001083A,09,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,249,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
