folio_vivienda,folio_habitante,parentesco,jefe_hogar_asignacion_artificial,jefe_hogar_fuente,edad,sexo_nacimiento,estado_civil,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,tiene_internet,weekend_mode_auto_particular,weekend_mode_camion_autobus,weekend_mode_a_pie,salio_casa_ayer,weekend_dest_visitar,weekend_dest_compras_bienes_servicios,centralidad,ageb,escolaridad,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar
17555,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17555,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17555,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17556,1,Jefe del hogar,Jefe del hogar,observado,59.0,Mujeres,Viudo,4,Propia,No quiso responder,0,No,No,Sí,Sí,Sí,Sí,Sí,51F,140970123,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17556,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17556,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17557,1,Jefe del hogar,Jefe del hogar,observado,56.0,Hombres,Casado,6,Propia,"$3,001 y $7,000",0,Sí,No,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17557,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17557,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17557,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17558,1,Jefe del hogar,Jefe del hogar,observado,24.0,Hombres,Unión libre,5,Prestada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,No,Sí,51F,1409700312789,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
17558,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17558,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17558,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17558,5,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17559,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17559,2,Jefe del hogar,Jefe del hogar,observado,32.0,Hombres,Unión libre,2,Propia,No quiso responder,0,Sí,Sí,Sí,No,Sí,No,Sí,51F,1409700150960,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17560,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17560,2,Jefe del hogar,Jefe del hogar,observado,78.0,Mujeres,Casado,2,Propia,No quiso responder,1,No,Sí,No,No,No,Sí,No,51F,1409700150227,,,0.06529422132727347,0.15597453496031666,0.08749969550563212,0.04600166724715335,0.08795415753382975,0.5297411092075515,0.027534614218243016,,40.31868265555899
17561,1,Jefe del hogar,Jefe del hogar,observado,69.0,Hombres,Casado,2,Propia,"$3,001 y $7,000",0,No,No,No,Sí,Sí,No,Sí,04,140440026,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
17561,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17562,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17562,2,Jefe del hogar,Jefe del hogar,observado,32.0,Hombres,Unión libre,3,Propia,No quiso responder,0,Sí,Sí,No,No,Sí,No,No,51F,1409700150960,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
17563,1,Jefe del hogar,Jefe del hogar,observado,31.0,Hombres,Separado,1,Otros,No quiso responder,0,No,No,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,,,0.008477304031871394,0.07584775775271825,0.35252418916705747,0.07210854030206702,0.3255255506648916,0.1584897690090467,0.007026889072347434,,27.575628977869837
17564,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,31.0,Mujeres,Casado,4,Rentada,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,24A,1412000012488,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
17564,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17565,1,Jefe del hogar,Jefe del hogar,observado,56.0,Hombres,Casado,3,Rentada,No quiso responder,1,Sí,Sí,No,Sí,Sí,No,Sí,51F,140970123,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17565,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17565,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17566,1,Jefe del hogar,Jefe del hogar,observado,43.0,Hombres,Casado,4,Propia,"$7,001 y $10,000",1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
17566,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17566,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17566,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17567,1,Jefe del hogar,Jefe del hogar,observado,32.0,Hombres,Casado,5,Prestada,No quiso responder,2,Sí,Sí,No,Sí,Sí,No,No,51F,1409700312789,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
17567,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17567,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17567,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17567,5,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17568,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17568,2,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Unión libre,2,Prestada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,59,1409700050335,,,0.029096661967324803,0.20697546762034635,0.385845520131815,0.07000547483901971,0.16148673759037388,0.1396981805749362,0.0068919572761841135,,24.020226364830915
17569,1,Jefe del hogar,Jefe del hogar,observado,47.0,Mujeres,Casado,3,Propia,No quiso responder,0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,51F,140970123,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17569,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17569,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17570,1,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Casado,4,Propia,No quiso responder,1,Sí,Sí,No,Sí,Sí,Sí,Sí,51F,140970123,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17570,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17571,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17571,2,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Casado,3,Prestada,No quiso responder,0,Sí,Sí,No,Sí,Sí,Sí,Sí,51F,140970123,,,0.005897955756761392,0.045833673470246354,0.23091564683662716,0.05655568054238322,0.15627951652743874,0.4914204936245215,0.013097033242021796,,40.288036599366286
17571,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17572,1,Jefe del hogar,Jefe del hogar,observado,39.0,Hombres,Casado,4,Rentada,No quiso responder,0,Sí,Sí,No,No,Sí,Sí,Sí,51F,1409700312774,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17572,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17572,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17573,1,Jefe del hogar,Jefe del hogar,observado,53.0,Hombres,Casado,3,Prestada,No quiso responder,1,Sí,Sí,Sí,No,Sí,Sí,No,51F,1409700312774,,,0.003615863102789678,0.02342608649113183,0.07749475194520637,0.03076263935300089,0.09760470791608944,0.7472345680705941,0.019861383121187456,,50.770517386735584
17573,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17573,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17574,1,Jefe del hogar,Jefe del hogar,observado,32.0,Mujeres,Separado,2,Hipotecada,No quiso responder,0,No,No,Sí,Sí,Sí,Sí,Sí,59,1409700050335,,,0.010166783807585981,0.07976681924334787,0.3396971293190034,0.07307988109444366,0.3299105547850292,0.16081179685290667,0.006567034897683191,,27.62649956441145
17574,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17575,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17575,2,Jefe del hogar,Jefe del hogar,observado,46.0,Mujeres,Separado,2,Propia,No quiso responder,1,No,Sí,Sí,No,Sí,Sí,Sí,51F,1409700150960,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17576,1,Jefe del hogar,Jefe del hogar,observado,51.0,Mujeres,Divorciado,4,Propia,"$3,001 y $7,000",0,No,No,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17576,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17576,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17577,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17577,2,Jefe del hogar,Jefe del hogar,observado,57.0,Hombres,Casado,3,Propia,No quiso responder,2,Sí,Sí,No,No,Sí,No,No,51F,1409700150960,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
17577,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17578,1,Jefe del hogar,Jefe del hogar,observado,31.0,Hombres,Casado,4,Rentada,No quiso responder,0,Sí,No,No,Sí,Sí,Sí,No,51F,140970123,,,0.0092960483039243,0.07163598332774263,0.32948987914131334,0.08577535466261069,0.3763905986902572,0.1192632942684885,0.008148841605663298,,26.583378861348002
17578,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17578,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17578,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17579,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17579,2,Jefe del hogar,Jefe del hogar,observado,22.0,Hombres,Casado,4,Rentada,No quiso responder,1,Sí,Sí,No,Sí,Sí,Sí,Sí,51F,140970123,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17579,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17579,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17580,1,Jefe del hogar,Jefe del hogar,observado,71.0,Hombres,Casado,5,Propia,No quiso responder,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,51F,1409700312789,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17580,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17580,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17580,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17580,5,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17581,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17581,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17581,3,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Casado,3,Propia,"$10,001 y $15,000",0,Sí,No,Sí,Sí,Sí,Sí,No,52,1407000200613,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
17582,1,Jefe del hogar,Jefe del hogar,observado,31.0,Mujeres,Casado,3,Propia,No quiso responder,0,No,Sí,Sí,Sí,Sí,Sí,Sí,51F,140970123,,,0.00919190570115592,0.06922982386334182,0.3159398266005584,0.07524883113226542,0.2552651646081503,0.25865323474248425,0.016471213352043806,,31.731921486499267
17582,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17582,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17583,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17583,2,Jefe del hogar,Jefe del hogar,observado,50.0,Hombres,Casado,5,Prestada,No quiso responder,0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,59,1409700050335,,,0.006338875849937445,0.05202395466135705,0.27027044826543345,0.060783676980945105,0.1689041097712232,0.4288421467752155,0.012836787695888273,,37.788380718325705
17583,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17583,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17584,1,Jefe del hogar,Jefe del hogar,observado,28.0,Hombres,Soltero,1,Rentada,No quiso responder,0,Sí,No,No,No,Sí,Sí,Sí,51F,1409700312774,,,0.008016228675681285,0.058604553924261026,0.24129265818229978,0.08336761096540021,0.3173503121711764,0.2840824083141331,0.007286227767048182,,32.854022872007185
17585,1,Jefe del hogar,Jefe del hogar,observado,68.0,Hombres,Casado,3,Propia,"$3,001 y $7,000",1,No,Sí,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
17585,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17585,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17586,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17586,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17586,3,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Casado,3,Propia,No quiso responder,1,Sí,Sí,Sí,No,Sí,Sí,Sí,51F,1409700150960,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17587,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17587,2,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,2,Propia,"$7,001 y $10,000",0,Sí,No,Sí,No,Sí,Sí,Sí,24A,1412000012488,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17588,1,Jefe del hogar,Jefe del hogar,observado,78.0,Hombres,Casado,3,Propia,No quiso responder,0,No,Sí,No,Sí,Sí,No,Sí,51F,140970123,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17588,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17588,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17589,1,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Casado,2,Hipotecada,No quiso responder,1,No,Sí,No,Sí,Sí,Sí,No,51F,140970123,,,0.007660122037782332,0.04175434882137938,0.0584521011923356,0.023418047064163512,0.052562715634292725,0.7997418672842178,0.016410797965828606,,52.048932059963164
17589,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17590,1,Jefe del hogar,Jefe del hogar,observado,43.0,Mujeres,Soltero,3,Rentada,No quiso responder,1,Sí,Sí,No,Sí,No,No,Sí,51F,140970123,,,0.005938698932500651,0.02934373530049023,0.09187593620915588,0.042561039088379236,0.09475748831217741,0.7186421926029712,0.016880909554325342,,49.34867069922467
17590,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17590,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17591,1,Jefe del hogar,Jefe del hogar,observado,27.0,Mujeres,Separado,3,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,59,1409700050335,,,0.009193481271675541,0.06332918934797412,0.3450536836590232,0.0807965008500351,0.38656391968135845,0.10912487600449676,0.005938349185436785,,26.146260104665053
17591,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17591,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17592,1,Jefe del hogar,Jefe del hogar,observado,52.0,Hombres,Casado,4,Propia,"$3,001 y $7,000",0,No,No,Sí,Sí,Sí,No,Sí,51F,1409700312774,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17592,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17592,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593,1,Jefe del hogar,Jefe del hogar,observado,69.0,Hombres,Viudo,1,Propia,No quiso responder,1,No,Sí,No,No,Sí,Sí,Sí,51F,1409700150960,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17594,1,Jefe del hogar,Jefe del hogar,observado,47.0,Hombres,Casado,4,Propia,No quiso responder,0,Sí,Sí,Sí,No,Sí,Sí,Sí,51F,1409700150960,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17594,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17594,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17594,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17595,1,Jefe del hogar,Jefe del hogar,observado,21.0,Mujeres,Separado,3,Hipotecada,No quiso responder,1,No,No,Sí,No,Sí,Sí,Sí,51F,1409700312774,,,0.008429658082641832,0.05800047030237867,0.26581655205193777,0.060593243842425565,0.29504403496083687,0.29680219626457083,0.015313844495208529,,33.59554302428184
17595,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17595,3,Jefe del hogar,Jefe del hogar,observado,21.0,Mujeres,Separado,3,Hipotecada,No quiso responder,1,No,Sí,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,,,0.0033410038409445674,0.020161542899131402,0.0766954268230632,0.02735087173575686,0.08748956597092093,0.770133334543675,0.014828254186508101,,51.291851329772875
17596,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17596,2,Jefe del hogar,Jefe del hogar,observado,78.0,Hombres,Casado,2,Propia,"$7,001 y $10,000",0,No,No,No,Sí,Sí,No,No,04,140440026,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
17597,1,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Casado,4,Hipotecada,No quiso responder,0,No,No,Sí,No,Sí,Sí,No,51F,1409700312774,,,0.009462586991164252,0.07470557322248038,0.3924659984974329,0.07141274422243633,0.28130037725682755,0.16308822232596878,0.007564497483689729,,27.38893998479724
17597,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17597,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17598,1,Jefe del hogar,Jefe del hogar,observado,58.0,Mujeres,Casado,3,Propia,No quiso responder,1,No,Sí,Sí,Sí,Sí,Sí,Sí,51F,140970123,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
17598,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17598,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17599,1,Jefe del hogar,Jefe del hogar,observado,67.0,Hombres,Casado,4,Propia,No sabe,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,51F,1409700312789,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
17599,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17599,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17599,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17600,1,Jefe del hogar,Jefe del hogar,observado,66.0,Hombres,Soltero,2,Hipotecada,No quiso responder,0,No,No,Sí,Sí,Sí,Sí,No,51F,140970123,,,0.0488239296440875,0.3141857589747628,0.29909739943414493,0.06381252000296618,0.1271060625971674,0.14021489652789437,0.006759432818976886,,22.586578873487543
17600,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17601,1,Jefe del hogar,Jefe del hogar,observado,58.0,Mujeres,Divorciado,2,Propia,No quiso responder,0,Sí,Sí,No,No,Sí,Sí,Sí,51F,1409700150960,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17601,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17602,1,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17602,2,Jefe del hogar,Jefe del hogar,observado,43.0,Hombres,Casado,4,Propia,No quiso responder,1,Sí,Sí,No,Sí,No,No,Sí,51F,140970123,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
17602,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17602,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17603,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,43.0,Hombres,Casado,4,Propia,"$7,001 y $10,000",1,Sí,Sí,No,Sí,Sí,Sí,No,24A,1412000012488,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
17603,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17603,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17604,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17604,2,Jefe del hogar,Jefe del hogar,observado,34.0,Hombres,Casado,5,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,59,1409700050335,,,0.007633238896770748,0.0609925583933986,0.352476774005299,0.0793845730327623,0.3690943117036329,0.12409130563992765,0.006327238328208815,,26.666093960827865
17604,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17605,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17605,2,Jefe del hogar,Jefe del hogar,observado,19.0,Hombres,Casado,4,Rentada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,59,1409700050335,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17605,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17605,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17606,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17606,2,Jefe del hogar,Jefe del hogar,observado,39.0,Hombres,Unión libre,2,Rentada,No quiso responder,0,Sí,Sí,No,No,Sí,Sí,No,24A,1412000012488,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
17607,1,Jefe del hogar,Jefe del hogar,observado,37.0,Hombres,Separado,1,Propia,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,51F,1409700150960,,,0.00825561138838963,0.06035461840757741,0.3122238349238248,0.08585715632049393,0.3241749596860913,0.2013632989090869,0.007770520364536209,,29.552297204629728
17608,1,Jefe del hogar,Jefe del hogar,observado,30.0,Hombres,Unión libre,2,Rentada,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,51F,1409700312774,,,0.007758152961470943,0.05671782978977308,0.30337559660580493,0.08068366111661708,0.3578904439945139,0.18714353517268675,0.0064307803591332965,,29.19150796584091
17608,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17609,1,Jefe del hogar,Jefe del hogar,observado,37.0,Mujeres,Separado,1,Propia,"$1,501 y $3,000",0,No,No,Sí,Sí,Sí,Sí,Sí,51F,1409700312774,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17610,1,Jefe del hogar,Jefe del hogar,observado,31.0,Mujeres,Viudo,2,Propia,No quiso responder,1,Sí,Sí,No,No,Sí,No,No,51F,1409700150960,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
17611,1,Jefe del hogar,Jefe del hogar,observado,30.0,Mujeres,Casado,3,Propia,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,51F,140970123,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
17611,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17611,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17612,1,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Casado,4,Rentada,"$10,001 y $15,000",0,Sí,No,Sí,No,Sí,Sí,Sí,04,140440026,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
17612,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17612,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17612,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17613,1,Jefe del hogar,Jefe del hogar,observado,60.0,Mujeres,Soltero,4,Prestada,No quiso responder,1,Sí,Sí,No,Sí,Sí,No,Sí,51F,140970123,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
17613,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17613,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17613,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17614,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
