folio_vivienda,folio_habitante,parentesco,jefe_hogar_asignacion_artificial,jefe_hogar_fuente,edad,sexo_nacimiento,estado_civil,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,tiene_internet,weekend_mode_auto_particular,weekend_mode_camion_autobus,weekend_mode_a_pie,salio_casa_ayer,weekend_dest_visitar,weekend_dest_compras_bienes_servicios,centralidad,ageb,escolaridad,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar
5827,1,Jefe del hogar,Jefe del hogar,observado,43.0,Hombres,Casado,4,Rentada,"$3,001 y $7,000",1,Sí,Sí,No,No,Sí,Sí,No,05,1403900010473,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5827,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,1,Jefe del hogar,Jefe del hogar,observado,71.0,Hombres,Casado,2,Propia,"Más de $25,001",2,Sí,Sí,No,No,Sí,Sí,Sí,05,140390001286A,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5828,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,38.0,Hombres,Casado,3,Rentada,"$15,001 y $25,000",0,Sí,No,Sí,Sí,Sí,No,No,05,140390001286A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5829,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,1,Jefe del hogar,Jefe del hogar,observado,40.0,Hombres,Casado,4,Rentada,"Más de $25,001",3,Sí,Sí,No,No,Sí,Sí,No,05,1403900010454,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5830,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,1,Jefe del hogar,Jefe del hogar,observado,67.0,Mujeres,Unión libre,5,Prestada,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,No,No,05,1403900010238,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5831,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,4,Jefe del hogar,Jefe del hogar,observado,20.0,Mujeres,Casado,5,Prestada,"$10,001 y $15,000",1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900010238,,,0.008550855532207323,0.047490124496420004,0.21105479200423835,0.06928984497817423,0.41768051850820453,0.13964049020103403,0.10629337427972164,,34.46614379539379
5831,5,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,1,Jefe del hogar,Jefe del hogar,observado,84.0,Hombres,Viudo,5,Propia,No quiso responder,0,Sí,Sí,No,No,No,No,No,05,1403900014404,,,0.06629264485480427,0.38153645691279814,0.11813134145236945,0.06345691921041055,0.10006588460323008,0.2585382524004012,0.011978500565986424,,26.756482638042602
5832,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,5,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,2,Jefe del hogar,Jefe del hogar,observado,34.0,Hombres,Casado,4,Rentada,No quiso responder,0,Sí,No,No,Sí,Sí,No,No,05,1403900013482,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5833,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,1,Jefe del hogar,Jefe del hogar,observado,30.0,Hombres,Casado,4,Prestada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900010238,,,0.0035984636806290216,0.022790673746444903,0.09553363895770556,0.034505779757963824,0.13024289341328119,0.6833079682016329,0.030020582242342775,,49.147413583536824
5834,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,1,Jefe del hogar,Jefe del hogar,observado,45.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",1,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900014423,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5835,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,4,Jefe del hogar,Jefe del hogar,observado,32.0,Hombres,Viudo,5,Propia,"$10,001 y $15,000",1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900014423,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5835,5,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Viudo,5,Propia,"$10,001 y $15,000",1,Sí,No,Sí,No,Sí,Sí,Sí,05,1403900014423,,,0.030530895938425503,0.23182148888982382,0.295759629780846,0.08441535408614446,0.2092040304194966,0.13182662490086552,0.016441975984398078,,24.639110506975925
5836,1,Jefe del hogar,Jefe del hogar,observado,40.0,Hombres,Separado,2,Rentada,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,05,1403900014442,,,0.0075026008742404265,0.06245933050802444,0.2706423604772723,0.06819282436895173,0.4621506389947951,0.12314418711756049,0.005908057659155553,,27.37280927848882
5836,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,2,Jefe del hogar,Jefe del hogar,observado,26.0,Mujeres,Casado,4,Rentada,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,05,1403900015597,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5837,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,4,Jefe del hogar,Jefe del hogar,observado,62.0,Mujeres,Divorciado,4,Rentada,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,05,1403900015597,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5838,1,Jefe del hogar,Jefe del hogar,observado,39.0,Mujeres,Soltero,4,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,No,Sí,05,1403900010238,,,0.010131950006605722,0.08382510156439907,0.398502150553164,0.08771387130997514,0.2888634471594876,0.12090918901961002,0.010054290386758457,,25.90010377563239
5838,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,46.0,Mujeres,Casado,3,Prestada,No quiso responder,0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,140390001286A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5840,1,Jefe del hogar,Jefe del hogar,observado,80.0,Hombres,Casado,5,Rentada,No quiso responder,1,Sí,Sí,No,Sí,No,Sí,No,05,1403900014404,,,0.02915486225641004,0.1780102316464304,0.08682089713377464,0.03785948878898733,0.06331236041247806,0.587141427443167,0.017700732318752656,,42.24699713604313
5840,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,1,Jefe del hogar,Jefe del hogar,observado,58.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,No,05,1403900010473,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5841,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,1,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,3,Rentada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900010238,,,0.008809973982634865,0.042825886110129496,0.10536939794142244,0.04519157960789421,0.09760186684253151,0.6683701479448072,0.03183114757058009,,48.18187691812988
5842,2,Jefe del hogar,Jefe del hogar,observado,58.0,Mujeres,Casado,3,Rentada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900010238,,,0.0052426345447159454,0.038822032889635184,0.12518925977628254,0.0524737493232694,0.11332942859300878,0.6286974489781407,0.03624544589494745,,47.121252234986336
5842,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,2,Jefe del hogar,Jefe del hogar,observado,31.0,Hombres,Casado,2,Propia,No sabe,1,Sí,Sí,No,No,Sí,Sí,No,05,1403900010473,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5844,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,2,Jefe del hogar,Jefe del hogar,observado,31.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",0,Sí,No,Sí,Sí,Sí,Sí,No,05,1403900013891,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5845,1,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,4,Rentada,"$7,001 y $10,000",0,No,No,Sí,No,Sí,No,No,05,1403900010276,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5845,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,1,Jefe del hogar,Jefe del hogar,observado,74.0,Mujeres,Viudo,4,Propia,No sabe,1,Sí,No,No,Sí,Sí,Sí,No,05,140390001286A,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5846,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,1,Jefe del hogar,Jefe del hogar,observado,57.0,Mujeres,Divorciado,3,Propia,"$7,001 y $10,000",1,Sí,Sí,No,No,Sí,No,No,05,140390001286A,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5847,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,2,Jefe del hogar,Jefe del hogar,observado,81.0,Hombres,Casado,4,Propia,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900014921,,,0.03185577460350055,0.10700526883669172,0.14955684272231842,0.06414300637409268,0.10902331363771589,0.47586245556072376,0.0625533382649568,,41.68091837163183
5849,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,2,Jefe del hogar,Jefe del hogar,observado,32.0,Hombres,Casado,2,Prestada,No quiso responder,2,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900010238,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5850,1,Jefe del hogar,Jefe del hogar,observado,26.0,Hombres,Unión libre,2,Rentada,No quiso responder,1,Sí,No,Sí,No,Sí,Sí,Sí,05,1403900014442,,,0.0053475875134078345,0.038115930604748244,0.20550775748184982,0.0556141314647972,0.4618259187403458,0.22112196649626403,0.012466707698587006,,31.972705878664673
5850,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,1,Jefe del hogar,Jefe del hogar,observado,34.0,Hombres,Unión libre,2,Hipotecada,No quiso responder,0,No,No,Sí,No,Sí,No,No,05,1403900014442,,,0.006869463454564861,0.06981345668101323,0.2933301379213943,0.05106829268658494,0.4532973445648875,0.1202118224523524,0.005409482239202813,,27.013793056140692
5851,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,1,Jefe del hogar,Jefe del hogar,observado,67.0,Hombres,Casado,4,Propia,No quiso responder,1,No,Sí,Sí,No,Sí,No,No,05,1403900013590,,,0.019770583187735054,0.12643060139575402,0.1339310879783254,0.053711449861911974,0.1134576934051586,0.5137210719781146,0.03897751219300039,,41.7228490508402
5852,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,1,Jefe del hogar,Jefe del hogar,observado,50.0,Hombres,Casado,3,Propia,"$3,001 y $7,000",1,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900010276,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5853,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,1,Jefe del hogar,Jefe del hogar,observado,61.0,Mujeres,Divorciado,7,Propia,"$10,001 y $15,000",0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900013891,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5854,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,6,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,7,Jefe del hogar,Jefe del hogar,observado,63.0,Mujeres,Separado,7,Propia,"$10,001 y $15,000",0,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900013891,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5855,1,Jefe del hogar,Jefe del hogar,observado,38.0,Hombres,Casado,5,Propia,No quiso responder,1,Sí,Sí,No,No,Sí,Sí,No,05,1403900010238,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5855,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,1,Jefe del hogar,Jefe del hogar,observado,52.0,Hombres,Casado,2,Prestada,No quiso responder,1,Sí,Sí,Sí,No,Sí,No,No,05,1403900014442,,,0.0038323520308180346,0.02982018100309499,0.07202611800601713,0.03211734922576545,0.17691226163344947,0.6645557092286223,0.02073602887223247,,48.11117151006657
5856,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,1,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,2,Jefe del hogar,Jefe del hogar,observado,66.0,Hombres,Separado,4,Rentada,No quiso responder,2,Sí,No,Sí,Sí,Sí,No,Sí,05,1403900013590,,,0.03043559634694978,0.29779375472829533,0.22873704483888224,0.07215922894044775,0.11565255879905423,0.2378684413799866,0.017353374966384037,,27.68455437587774
5857,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,2,Jefe del hogar,Jefe del hogar,observado,67.0,Hombres,Casado,3,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,No,05,1403900010473,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5858,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,2,Jefe del hogar,Jefe del hogar,observado,26.0,Hombres,Casado,3,Propia,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900014921,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5860,1,Jefe del hogar,Jefe del hogar,observado,74.0,Hombres,Soltero,4,Propia,"$3,001 y $7,000",0,No,No,Sí,Sí,Sí,Sí,Sí,05,1403900010276,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5860,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,1,Jefe del hogar,Jefe del hogar,observado,67.0,Mujeres,Casado,6,Propia,"$3,001 y $7,000",1,Sí,No,Sí,Sí,Sí,Sí,No,05,1403900015597,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5861,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,29.0,Mujeres,Casado,5,Rentada,"$10,001 y $15,000",0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900010473,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5863,1,Jefe del hogar,Jefe del hogar,observado,89.0,Hombres,Viudo,4,Propia,"$10,001 y $15,000",0,Sí,No,No,Sí,Sí,Sí,No,05,1403900014387,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5863,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5864,1,Jefe del hogar,Jefe del hogar,observado,86.0,Hombres,Viudo,2,Propia,"$15,001 y $25,000",1,No,Sí,No,No,Sí,No,No,05,1403900010238,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5864,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,2,Jefe del hogar,Jefe del hogar,observado,67.0,Hombres,Casado,2,Propia,"$10,001 y $15,000",0,No,No,Sí,Sí,Sí,No,No,05,1403900014847,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5866,1,Jefe del hogar,Jefe del hogar,observado,51.0,Hombres,Viudo,2,Rentada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900010238,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5866,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,1,Jefe del hogar,Jefe del hogar,observado,74.0,Mujeres,Viudo,2,Propia,No quiso responder,0,Sí,No,No,No,Sí,Sí,No,05,1403900010238,,,0.11582909387774051,0.37714256840011856,0.17472751824403068,0.06879672577097935,0.10848628183874205,0.11575374440396345,0.03926406746442524,,21.972034537482404
5867,2,Jefe del hogar,Jefe del hogar,observado,57.0,Mujeres,Viudo,2,Propia,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,05,1403900010238,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5868,1,Jefe del hogar,Jefe del hogar,observado,36.0,Hombres,Unión libre,3,Rentada,"$10,001 y $15,000",0,No,No,Sí,Sí,Sí,Sí,No,05,1403900010238,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5868,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,3,Jefe del hogar,Jefe del hogar,observado,32.0,Hombres,Casado,3,Rentada,"$10,001 y $15,000",0,No,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900010238,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5869,1,Otro parentesco,Jefe del hogar,artificial_mayor_edad,41.0,Mujeres,Divorciado,2,Propia,"$3,001 y $7,000",0,Sí,No,Sí,No,Sí,No,No,05,1403900010276,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5869,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,1,Jefe del hogar,Jefe del hogar,observado,56.0,Mujeres,Viudo,3,Propia,No quiso responder,1,Sí,No,Sí,Sí,Sí,No,No,05,1403900013590,,,0.010145821422627549,0.2545279523639898,0.3361559504370544,0.06632802982086888,0.2210396451211972,0.09487940798963738,0.016923192844624745,,23.380586151204888
5870,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,1,Jefe del hogar,Jefe del hogar,observado,68.0,Mujeres,Viudo,4,Rentada,No quiso responder,0,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900013590,,,0.04663639424241224,0.2211812283005296,0.19183475840074296,0.07170759342931643,0.10402655968163445,0.35221624183115224,0.012397224114212029,,32.178533240543615
5871,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,4,Jefe del hogar,Jefe del hogar,observado,55.0,Mujeres,Separado,4,Rentada,No quiso responder,0,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900013590,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5872,1,Jefe del hogar,Jefe del hogar,observado,39.0,Mujeres,Divorciado,4,Propia,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900010473,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5872,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,1,Jefe del hogar,Jefe del hogar,observado,53.0,Hombres,Casado,4,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900014921,,,0.008395396518197314,0.12377532309391506,0.39087274265108374,0.08731090131605626,0.2603147351485782,0.11521780531220677,0.014113095959962617,,25.4313501710505
5873,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,1,Jefe del hogar,Jefe del hogar,observado,79.0,Mujeres,Viudo,3,Hipotecada,No quiso responder,0,No,No,No,Sí,No,No,No,05,1403900014442,,,0.1300180454753309,0.451868774531537,0.1535460936748686,0.03916623570267466,0.145781383113935,0.07619751184778846,0.0034219556538652414,,17.35782640083037
5874,2,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,3,Jefe del hogar,Jefe del hogar,observado,49.0,Hombres,Casado,3,Hipotecada,No quiso responder,0,No,No,Sí,No,Sí,No,Sí,05,1403900014442,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5875,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,2,Jefe del hogar,Jefe del hogar,observado,24.0,Mujeres,Casado,6,Propia,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900015597,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5875,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,1,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Divorciado,2,Propia,No quiso responder,1,Sí,Sí,No,No,Sí,Sí,No,05,1403900010473,Carrera técnica con secundaria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5876,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,1,Otro parentesco,Jefe del hogar,artificial_mayor_edad,77.0,Hombres,Casado,5,Propia,No sabe,0,Sí,No,No,Sí,No,No,Sí,05,1403900010276,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5877,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,5,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,1,Jefe del hogar,Jefe del hogar,observado,80.0,Hombres,Casado,2,Propia,"$10,001 y $15,000",0,No,No,Sí,Sí,Sí,Sí,No,05,1403900014847,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
