Folio Vivienda,Folio Habitante,Fecha,Municipio,AGEB,Centralidad,¿Salió de su casa ayer?,¿Cuál es la razón por la que NO realizó algún viaje?,Viajes contados,Día de la semana que realizó los viajes:,Parentesco,Sexo de nacimiento,Género con el que se identifica:,Grupo de Edad,Edad,Estado civil,Escolaridad,Durante la semana pasada trabajó:,Ocupación:,Giro de la empresa donde trabaja:,¿Tiene alguna discapacidad?,¿Qué tipo de discapacidad?,¿Requiere acompañamiento en sus viajes?,¿Por qué razón requiere acompañamiento en sus viajes?,¿De quien recibe apoyo para realizar los viajes?,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | A PIE,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | CAMIÓN O AUTOBÚS,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | AUTOMÓVIL PARTICULAR,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | TREN LIGERO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MI MACRO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MOTOCICLETA,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi plataforma (Uber/Didi),¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 1 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 2 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 3 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mototaxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte de personal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Servicio suburbano,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte informal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar particular,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi colectivo,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mi Bici,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Bicicleta,¿Cuáles son los principales destinos de los viajes en fin de semana? | Trabajar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Estudiar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (comida),"¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (bienes, productos y servicios)",¿Cuáles son los principales destinos de los viajes en fin de semana? | Visitar a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Deportes o recreación,¿Cuáles son los principales destinos de los viajes en fin de semana? | Llevar o recoger a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Hacer un trámite,¿Cuáles son los principales destinos de los viajes en fin de semana? | Al médico o atención de salud,¿Cuáles son los principales destinos de los viajes en fin de semana? | Pagar algún servicio o al banco,¿Cuáles son los principales destinos de los viajes en fin de semana? | Guardería,¿Cuáles son los principales destinos de los viajes en fin de semana? | Regresar a Casa,¿Cuáles son los principales destinos de los viajes en fin de semana? | Religión,Ponderador
13303,2,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Otro parentesco,Mujeres,Mujeres,55 y +,75,Casado,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13303,3,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,35-54,39,Soltero,Licenciatura o profesional,Tiempo completo,Trabajador independiente,Comercio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,13
13304,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,59,Casado,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13304,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Jefe del hogar,Mujeres,Mujeres,35-54,36,Casado,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,13
13304,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Hijo,Mujeres,Mujeres,18-34,32,Unión libre,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13304,4,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Nieto,Hombres,Hombres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13304,5,1-Apr-23,Zapopan,1412002434713,14F,Sí,,0,,Hijo,Mujeres,Mujeres,12-17,12,Unión libre,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13
13305,1,1-Apr-23,Zapopan,1412002434709,14F,No,Por problemas permanentes de salud,0,,Jefe del hogar,Hombres,Hombres,55 y +,88,Casado,Primaria,No trabajo,Desempleado,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13305,2,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,55 y +,68,Casado,Primaria,Tiempo completo,Trabajador independiente,Comercio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13306,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Jefe del hogar,Hombres,Hombres,18-34,34,Soltero,Secundaria,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,13
13306,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Otro parentesco,Hombres,Hombres,18-34,29,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,Sí,No,13
13306,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,3,Viernes,Otro parentesco,Mujeres,Mujeres,18-34,30,Unión libre,Normal básica,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13307,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Martes,Jefe del hogar,Hombres,Hombres,55 y +,83,Viudo,Carrera técnica con secundaria terminada,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,13
13307,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,1,Lunes,Jefe del hogar,Hombres,Hombres,18-34,30,Unión libre,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13
13308,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,35-54,37,Casado,Secundaria,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,13
13308,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Cónyuge,Mujeres,Mujeres,35-54,36,Casado,Secundaria,Tiempo completo,Persona trabajadora del hogar,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13308,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Hijo,Hombres,Hombres,6-11,11,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13309,1,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Jefe del hogar,Mujeres,Mujeres,55 y +,69,Viudo,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13309,2,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Hijo,Mujeres,Mujeres,35-54,36,Soltero,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,13
13309,3,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Nieto,Mujeres,Mujeres,12-17,14,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13309,4,1-Apr-23,Zapopan,1412002434709,14F,Sí,,3,Viernes,Nieto,Mujeres,Mujeres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13309,5,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Lunes,Hijo,Hombres,Hombres,6-11,8,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13
13310,1,1-Apr-23,Zapopan,141200142,14F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,56,Viudo,Primaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13310,2,1-Apr-23,Zapopan,141200142,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,18-34,26,Soltero,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,13
13310,3,1-Apr-23,Zapopan,141200142,14F,Sí,,4,Lunes,Hijo,Mujeres,Hombres,12-17,14,Soltero,Secundaria,Es estudiante,Estudiante,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13
13311,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Jefe del hogar,Hombres,Hombres,35-54,37,Casado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13311,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,18-34,32,Casado,Secundaria,No trabajo,Hogar,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,13
13311,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Otro parentesco,Mujeres,Mujeres,18-34,23,Soltero,Secundaria,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,13
13311,4,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Otro parentesco,Mujeres,Mujeres,18-34,20,Unión libre,Normal básica,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13311,5,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Hijo,Hombres,Hombres,12-17,15,Soltero,Secundaria,Medio tiempo,Trabajador del campo,Servicio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13311,6,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Hijo,Hombres,Hombres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13311,7,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,6-11,11,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13311,8,1-Apr-23,Zapopan,1412002434713,14F,No,Otros (especifique),0,,Hijo,Hombres,Hombres,6-11,11,Soltero,Primaria,Es estudiante,Estudiante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
13311,9,1-Apr-23,Zapopan,1412002434713,14F,No,Otros (especifique),0,,Hijo,Hombres,Hombres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
13312,1,1-Apr-23,Zapopan,141200142,14F,Sí,,4,Viernes,Jefe del hogar,Hombres,Hombres,18-34,30,Unión libre,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13312,2,1-Apr-23,Zapopan,141200142,14F,Sí,,4,Viernes,Cónyuge,Mujeres,Mujeres,18-34,30,Unión libre,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,13
13313,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Cónyuge,Mujeres,Mujeres,35-54,46,Casado,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13313,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Cónyuge,Hombres,Mujeres,35-54,44,Casado,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13313,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,18-34,24,Unión libre,Secundaria,Tiempo completo,Empleado,Comercio,,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,13
13313,4,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,18-34,21,Unión libre,Licenciatura o profesional,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13313,5,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Hijo,Hombres,Hombres,18-34,19,Unión libre,Licenciatura o profesional,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13313,6,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Hijo,Mujeres,Mujeres,12-17,17,Unión libre,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,13
13313,7,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Lunes,Cónyuge,Mujeres,Mujeres,18-34,22,Unión libre,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13
13314,1,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,18-34,29,Casado,Primaria,Tiempo completo,Trabajador independiente,Comercio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,13
13314,2,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Cónyuge,Hombres,Hombres,18-34,28,Casado,Primaria,Tiempo completo,Trabajador independiente,Comercio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,13
13314,3,1-Apr-23,Zapopan,1412002434709,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,13
13315,1,1-Apr-23,Zapopan,1412007630852,14F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,62,Casado,Preparatoria o bachillerato,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,13
13315,2,1-Apr-23,Zapopan,1412007630852,14F,Sí,,2,Jueves,Cónyuge,Mujeres,Mujeres,55 y +,58,Casado,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,13
13315,3,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Hijo,Hombres,Hombres,18-34,26,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,13
13315,4,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Lunes,Nieto,Mujeres,Mujeres,6-11,10,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13
13316,1,1-Apr-23,Zapopan,1412007630852,14F,Sí,,6,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,60,Casado,Maestría o doctorado,Tiempo completo,Patrón o empresario,Comercio,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,13
13316,2,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Cónyuge,Mujeres,Mujeres,55 y +,59,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Gobierno/sector público,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13317,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,3,Viernes,Jefe del hogar,Hombres,Hombres,18-34,24,Unión libre,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13317,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,18-34,23,Unión libre,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13318,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,35-54,35,Casado,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13318,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,3,Viernes,Jefe del hogar,Hombres,Hombres,35-54,48,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,13
13318,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Jueves,Hijo,Hombres,Hombres,12-17,13,Soltero,Secundaria,Es estudiante,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13319,1,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Jefe del hogar,Hombres,Hombres,35-54,44,Unión libre,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13319,2,1-Apr-23,Zapopan,1412007630852,14F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,35-54,39,Unión libre,Primaria,Medio tiempo,Persona trabajadora del hogar,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,13
13319,3,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Hijo,Hombres,Hombres,18-34,21,Soltero,Secundaria,No trabajo,Desempleado,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,13
13319,4,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Hijo,Mujeres,Mujeres,12-17,14,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,13
13320,1,1-Apr-23,Zapopan,1412002434713,14F,Sí,,6,Viernes,Hijo,Mujeres,Mujeres,35-54,38,Divorciado,Preparatoria o bachillerato,Es estudiante,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13320,2,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,64,Casado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,13
13320,3,1-Apr-23,Zapopan,1412002434713,14F,Sí,,4,Viernes,Cónyuge,Mujeres,Mujeres,55 y +,60,Casado,Secundaria,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13320,4,1-Apr-23,Zapopan,1412002434713,14F,Sí,,2,Jueves,Hijo,Hombres,Hombres,18-34,19,Soltero,Carrera técnica con preparatoria terminada,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,13
13321,1,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Miércoles,Otro parentesco,Hombres,Hombres,55 y +,64,Viudo,Secundaria,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,24
13321,2,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Hijo,Mujeres,Mujeres,35-54,45,Separado,Preparatoria o bachillerato,Tiempo completo,Empleado,Gobierno/sector público,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,13
