Folio Vivienda,Fecha,Municipio,AGEB,Centralidad,"En su opinión, ¿Cuál es el principal problema de movilidad en sus traslados en la zona donde vive?","Y con respecto al TRANSPORTE PÚBLICO, ¿Cuál considera que es el principal problema de la zona donde vive?","Incluyéndolo, ¿cuántas personas viven permanentemente en su vivienda contando a los bebés y personas adultas mayores?",Esta casa es?,¿Ingresos mensuales de todas las personas que habitan en la vivienda y aportan gastos al hogar?,¿Cuántos ... tienen en esta vivienda? | Vehículos (autos o camionetas),¿Cuántos ... tienen en esta vivienda? | Motocicletas o motonetas,¿Cuántos ... tienen en esta vivienda? | Bicicletas,¿Dónde estacionan los vehículos?,Persona del hogar que fue el informante principal,¿En su vivienda tienen acceso a internet?,"En su hogar, ¿Estarían dispuestos a participar en este mismo tipo de estudio en el futuro?",Ponderador
9414,15-Mar-23,Tlajomulco,1409700250763,30F,Vialidades insuficientes,El tiempo de duración de viaje,3,Propia,"Más de $25,001",2,0,2,En la cochera de la casa,Cónyuge,Sí,Sí,51
9435,15-Mar-23,Tlajomulco,1409700340388,12F,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,3,Propia,"$15,001 y $25,000",2,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,19
9436,15-Mar-23,Tlajomulco,1409700213857,12F,Falta de señalamientos,Falta de información de rutas,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,19
9439,15-Mar-23,Tlajomulco,1409700250763,30F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,51
9453,15-Mar-23,Tlajomulco,1409700250763,30F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,"$15,001 y $25,000",2,2,2,En la cochera de la casa,Cónyuge,Sí,Sí,51
9455,15-Mar-23,Tlajomulco,1409700201013,30F,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,51
9462,15-Mar-23,Tlajomulco,1409700250763,30F,Congestionamiento,El costo del viaje,4,Propia,"Más de $25,001",2,0,0,,Jefe del hogar,Sí,Sí,51
9467,15-Mar-23,Tlajomulco,1409700213842,12F,Vialidades insuficientes,La distancia a las paradas,3,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,No,19
9473,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,Falta de cubiertas para espera en las paradas,2,Propia,No quiso responder,2,0,2,En la cochera de la casa,Jefe del hogar,Sí,No,51
9479,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,Falta de información de rutas,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,51
9480,15-Mar-23,Tlajomulco,1409700340250,12F,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,2,Prestada,No quiso responder,2,0,1,,Jefe del hogar,Sí,No,19
9487,15-Mar-23,Tlajomulco,1409700250763,30F,Congestionamiento,El tiempo de duración de viaje,7,Rentada,"Más de $25,001",2,0,0,En la cochera de la casa,Otro parentesco,Sí,Sí,51
9488,15-Mar-23,Tlajomulco,1409700250763,30F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Propia,"$10,001 y $15,000",2,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,51
9492,15-Mar-23,Tlajomulco,1409700250763,30F,Congestionamiento,Falta de cubiertas para espera en las paradas,2,Rentada,"Más de $25,001",2,2,0,,Cónyuge,Sí,Sí,51
9495,15-Mar-23,Tlajomulco,1409700340250,12F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",2,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
9496,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,Falta de información de rutas,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,51
9504,15-Mar-23,Tlajomulco,1409700213842,12F,,,3,Propia,"Más de $25,001",2,2,0,En la cochera de la casa,Jefe del hogar,Sí,No,19
9510,15-Mar-23,Tlajomulco,1409700201013,30F,Tiempos excesivos de traslado,Falta de información de rutas,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,51
9516,15-Mar-23,Tlajomulco,1409700201013,30F,Vialidades insuficientes,El tiempo de duración de viaje,2,Propia,No quiso responder,2,1,2,En la cochera de la casa,Cónyuge,Sí,No,51
9530,15-Mar-23,Tlajomulco,1409700251418,30F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,51
9533,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,La distancia a las paradas,2,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,51
9536,15-Mar-23,Tlajomulco,1409700250369,30F,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,2,Rentada,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Compañero,Sí,No,51
9538,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,La distancia a las paradas,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,51
9550,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,El tiempo de duración de viaje,1,Propia,No quiso responder,2,0,2,En la cochera de la casa,Jefe del hogar,Sí,No,51
9557,15-Mar-23,Tlajomulco,1409700201013,30F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Propia,No quiso responder,2,1,2,En la cochera de la casa,Cónyuge,Sí,No,51
9560,15-Mar-23,Tlajomulco,1409700251418,30F,Tiempos excesivos de traslado,La distancia a las paradas,4,Rentada,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,51
9591,15-Mar-23,Tlajomulco,1409700432613,12F,,,5,Rentada,No quiso responder,2,1,0,,Jefe del hogar,Sí,No,19
9656,15-Mar-23,Tlajomulco,1409700340250,12F,Congestionamiento,La distancia a las paradas,4,Rentada,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,19
9680,16-Mar-23,Guadalajara,1403900014828,05,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,3,Propia,No quiso responder,2,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,226
9686,16-Mar-23,Tlajomulco,1409700213842,12F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,19
9693,16-Mar-23,Tonalá,1410100010471,20,Vialidades insuficientes,El costo del viaje,4,Propia,"$15,001 y $25,000",2,0,2,"En la calle, afuera de la casa",Hijo,Sí,Sí,41
9698,16-Mar-23,Tlajomulco,140970104,12F,Insuficiente transporte público,La distancia a las paradas,2,Propia,"$10,001 y $15,000",2,1,2,En la cochera de la casa,Jefe del hogar,Sí,No,19
9704,16-Mar-23,Tlajomulco,140970104,12F,Falta de estacionamiento,Poca frecuencia de paso en el día,3,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,19
9736,16-Mar-23,Guadalajara,1403900014828,05,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,2,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,226
9737,16-Mar-23,Tlajomulco,1409700010937,17,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",2,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,15
9746,16-Mar-23,Tlajomulco,140970104,12F,Congestionamiento,La distancia a las paradas,2,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
9748,16-Mar-23,Tlajomulco,1409700213857,12F,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,19
9754,16-Mar-23,Tlajomulco,140970015,12F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
9758,16-Mar-23,Tlajomulco,140970104,12F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,19
9761,16-Mar-23,Tlajomulco,140970104,12F,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Propia,"$15,001 y $25,000",2,0,4 o más,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
9774,16-Mar-23,Guadalajara,1403900014781,05,Insuficiente transporte público,El costo del viaje,5,Prestada,No quiso responder,2,2,2,,Hijo,Sí,No,226
9794,16-Mar-23,Guadalajara,1403900010524,05,Congestionamiento,La distancia a las paradas,4,Propia,No quiso responder,2,1,1,En la cochera de la casa,Cónyuge,Sí,No,226
9796,16-Mar-23,Guadalajara,1403900010524,05,Calles inundadas,Poca frecuencia de paso en el día,5,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,226
9804,16-Mar-23,Tlajomulco,140970104,12F,,,5,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,19
9833,16-Mar-23,Tlajomulco,140970104,12F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
9840,16-Mar-23,Tlajomulco,140970104,12F,Insuficiente transporte público,La distancia a las paradas,4,Propia,"$15,001 y $25,000",2,1,1,En la cochera de la casa,Jefe del hogar,Sí,No,19
9868,16-Mar-23,Zapopan,1412000017309,23,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,No sabe,2,0,1,En la cochera de la casa,Hijo,Sí,Sí,49
9880,16-Mar-23,Tlajomulco,140970015,12F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",2,1,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,19
9902,17-Mar-23,Tlajomulco,1409700010195,17,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Propia,No quiso responder,2,0,2,"En la calle, afuera de la casa",Hijo,No,No,15
9946,17-Mar-23,Tlajomulco,1409700010922,17,Insuficiente transporte público,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,2,1,1,En la cochera de la casa,Cónyuge,Sí,No,15
9958,17-Mar-23,Tlajomulco,1409700010922,17,Insuficiente transporte público,Poca frecuencia de paso en la noche,5,Propia,No quiso responder,2,1,1,En la cochera de la casa,Cónyuge,Sí,No,15
10009,17-Mar-23,Tlajomulco,1409700010922,17,Insuficiente transporte público,Conducción del/ de la chofer,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,15
10049,17-Mar-23,Tlajomulco,1409700010922,17,Congestionamiento,La distancia a las paradas,3,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,15
10074,17-Mar-23,Tlajomulco,1409700013113,17,Congestionamiento,El tiempo de duración de viaje,5,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,15
10087,17-Mar-23,Tlajomulco,1409700013113,17,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,15
10107,17-Mar-23,Tlajomulco,1409700013113,17,Falta de ciclovías,Falta de cubiertas para espera en las paradas,3,Propia,No quiso responder,2,1,1,,Jefe del hogar,Sí,No,15
10125,17-Mar-23,Tlajomulco,1409700010208,17,Vialidades insuficientes,Trato del/de la chofer,5,Propia,No quiso responder,2,1,3,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,15
10172,18-Mar-23,Guadalajara,1403900010789,09,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,3,Propia,No quiso responder,2,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,249
10200,18-Mar-23,Tlajomulco,1409700233202,11F,,,3,Prestada,No quiso responder,2,0,0,,Cónyuge,Sí,No,54
10215,18-Mar-23,Guadalajara,1403900010789,09,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,"Más de $25,001",2,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,249
10224,18-Mar-23,Tlajomulco,1409704393880,11F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",2,0,2,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,54
10236,18-Mar-23,Tlajomulco,1409700012115,11F,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,2,Prestada,No quiso responder,2,0,1,,Jefe del hogar,Sí,No,54
10261,18-Mar-23,Tlajomulco,1409708352740,11F,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,4,Prestada,No quiso responder,2,0,0,,Cónyuge,Sí,No,54
10295,18-Mar-23,Tlajomulco,1409708524183,11F,,,4,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,54
10297,18-Mar-23,Tlajomulco,1409708524183,11F,,,5,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,54
10304,18-Mar-23,Tlajomulco,1409708524183,11F,,,3,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,54
10313,18-Mar-23,Tlajomulco,1409700012134,11F,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,54
10335,18-Mar-23,Tlajomulco,140970001212A,11F,Calles inundadas,El tiempo de duración de viaje,5,Propia,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,54
10348,18-Mar-23,Tlajomulco,1409708524179,11F,,,3,Prestada,No quiso responder,2,1,0,,Cónyuge,Sí,No,54
10351,18-Mar-23,Tlajomulco,1409700012115,11F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,54
10362,18-Mar-23,Tlajomulco,140970001212A,11F,Congestionamiento,Falta de cubiertas para espera en las paradas,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,54
10376,18-Mar-23,Tlajomulco,1409700010528,11F,Congestionamiento,El costo del viaje,4,Propia,No sabe,2,0,1,En la cochera de la casa,Cónyuge,Sí,Sí,54
10416,20-Mar-23,Zapopan,1412000010212,65B,Congestionamiento,Falta de cubiertas para espera en las paradas,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,110
10420,20-Mar-23,Guadalajara,1403900013336,21B,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,119
10422,20-Mar-23,Zapopan,1412000010212,65B,Congestionamiento,El tiempo de duración de viaje,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,110
10425,20-Mar-23,Zapopan,1412000010212,65B,Falta de ciclovías,El tiempo de duración de viaje,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,110
10427,20-Mar-23,Zapopan,1412000010212,65B,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,110
10431,20-Mar-23,Zapopan,1412000010212,65B,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Otro parentesco,Sí,No,110
10437,20-Mar-23,Tlajomulco,1409708362806,39F,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,2,0,1,,Cónyuge,Sí,No,94
10438,20-Mar-23,Zapopan,1412000010212,65B,Congestionamiento,La distancia a las paradas,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,110
10443,20-Mar-23,Zapopan,1412000016809,65B,Congestionamiento,La distancia a las paradas,3,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,110
10444,20-Mar-23,Zapopan,1412000013236,68A,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,137
10454,20-Mar-23,Tlajomulco,1409708432632,39F,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,5,Propia,No sabe,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,94
10455,20-Mar-23,Zapopan,1412000016809,65B,Falta de ciclovías,Trato del/de la chofer,2,Rentada,No quiso responder,2,0,0,,Otro parentesco,Sí,No,110
10456,20-Mar-23,Guadalajara,1403900012126,21B,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Compañero,Sí,Sí,119
10461,20-Mar-23,Guadalajara,1403900013923,05,Vialidades insuficientes,La distancia a las paradas,6,Propia,"$15,001 y $25,000",2,0,2,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,226
10465,20-Mar-23,Zapopan,1412000016809,65B,Falta de ciclovías,Falta de cubiertas para espera en las paradas,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,110
10478,20-Mar-23,Zapopan,1412000013236,68A,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,137
10488,20-Mar-23,Zapopan,1412000011206,65A,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,"$10,001 y $15,000",2,0,3,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
10541,20-Mar-23,Zapopan,1412000011206,65A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19
10610,21-Mar-23,Tlajomulco,1409708432702,39F,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,94
10621,21-Mar-23,Tlajomulco,1409708432702,39F,Congestionamiento,El tiempo de duración de viaje,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,94
10634,21-Mar-23,Tlajomulco,1409708432670,39F,Insuficiente transporte público,La distancia a las paradas,2,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,94
10636,21-Mar-23,Tlajomulco,1409708432717,39F,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,No quiso responder,2,1,1,En la cochera de la casa,Cónyuge,Sí,No,94
10673,21-Mar-23,Tlajomulco,1409708432717,39F,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,94
10690,21-Mar-23,Tlajomulco,1409708432717,39F,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,94
10712,21-Mar-23,Tlajomulco,1409708234003,39F,Insuficiente transporte público,La distancia a las paradas,5,Propia,"$15,001 y $25,000",2,1,0,En la cochera de la casa,Hijo,Sí,Sí,94
10715,21-Mar-23,Zapopan,1412000011812,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,178
10730,21-Mar-23,Tlajomulco,1409708623414,39F,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,5,Propia,"Más de $25,001",2,0,1,En la cochera de la casa,Cónyuge,Sí,No,94
10745,21-Mar-23,Tlajomulco,1409708432670,39F,Insuficiente transporte público,Falta de información de rutas,4,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,94
10763,21-Mar-23,Tlajomulco,1409706133946,39F,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,No sabe,2,1,3,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,94
10781,21-Mar-23,Tlajomulco,1409706133927,39F,,,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,94
10817,21-Mar-23,Tlajomulco,1409708623414,39F,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,5,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,94
10846,22-Mar-23,Zapopan,1412000014304,16,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Jefe del hogar,Sí,No,96
10865,22-Mar-23,Zapopan,1412000015317,16,Pavimento deteriorado,Falta de información de rutas,5,Propia,"$15,001 y $25,000",2,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,96
10885,22-Mar-23,Zapopan,1412000012219,16,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,No quiso responder,2,0,0,,Cónyuge,No,No,96
10913,22-Mar-23,Zapopan,1412000014304,16,Congestionamiento,Trato del/de la chofer,2,Propia,No quiso responder,2,0,0,En la cochera de la casa,Otro parentesco,Sí,No,96
10922,22-Mar-23,Zapopan,1412000012399,16,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Otros,No quiso responder,2,0,0,,Cónyuge,No,No,96
10924,22-Mar-23,Zapopan,1412000012774,16,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$7,001 y $10,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,96
10925,22-Mar-23,Zapopan,1412000014304,16,Falta de ciclovías,El tiempo de duración de viaje,4,Rentada,No quiso responder,2,1,1,"En la calle, afuera de la casa",Cónyuge,Sí,No,96
10974,22-Mar-23,Zapopan,1412000013039,16,Vialidades insuficientes,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,96
10977,22-Mar-23,Zapopan,1412000012774,16,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",2,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,96
11013,22-Mar-23,Zapopan,1412000013039,16,Falta de cruces peatonales,Falta de cubiertas para espera en las paradas,5,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,96
11041,22-Mar-23,Zapopan,1412000015317,16,Falta de cruces peatonales,La distancia a las paradas,6,Rentada,"$15,001 y $25,000",2,0,0,,Hijo,Sí,Sí,96
11057,22-Mar-23,Zapopan,1412000015548,16,Congestionamiento,El sobrecupo de personas en las unidades del transporte,7,Propia,"$10,001 y $15,000",2,1,0,En la cochera de la casa,Hijo,Sí,Sí,96
11084,23-Mar-23,Zapopan,141200001486A,01,Insuficiente transporte público,Falta de cubiertas para espera en las paradas,6,Propia,No quiso responder,2,1,2,En la cochera de la casa,Cónyuge,Sí,No,48
11096,23-Mar-23,Zapopan,1412000014287,01,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",2,1,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,48
11117,23-Mar-23,Zapopan,141200001486A,01,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,48
11144,23-Mar-23,Zapopan,1412000015177,01,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Propia,"$15,001 y $25,000",2,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,48
11151,23-Mar-23,Zapopan,1412000015139,01,Insuficiente transporte público,Conducción del/ de la chofer,4,Propia,No quiso responder,2,1,0,,Cónyuge,Sí,No,48
11182,23-Mar-23,Zapopan,1412000015139,01,Insuficiente transporte público,Conducción del/ de la chofer,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,48
11207,23-Mar-23,Zapopan,1412000015139,01,Insuficiente transporte público,La distancia a las paradas,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Otro parentesco,Sí,No,48
11215,23-Mar-23,Zapopan,1412000015139,01,Calles inundadas,Poca frecuencia de paso en el día,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,48
11217,23-Mar-23,Zapopan,1412000015177,01,Vialidades insuficientes,Falta de información de rutas,6,Propia,"Más de $25,001",2,1,1,En la cochera de la casa,Hijo,Sí,No,48
11222,23-Mar-23,Zapopan,1412000015139,01,Congestionamiento,Conducción del/ de la chofer,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,48
11229,23-Mar-23,Zapopan,1412000015162,01,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,2,0,0,,Hijo,Sí,No,48
11230,23-Mar-23,Zapopan,1412000015177,01,Falta de señalamientos,Falta de información de rutas,5,Propia,"$15,001 y $25,000",2,0,2,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,48
11302,23-Mar-23,Zapopan,1412000015177,01,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Rentada,"Más de $25,001",2,0,0,En la cochera de la casa,Hijo,Sí,No,48
11316,24-Mar-23,Zapopan,1412000016724,26,Congestionamiento,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,2,1,1,En la cochera de la casa,Cónyuge,Sí,No,31
11318,24-Mar-23,Zapopan,1412000016921,26,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Hipotecada,No quiso responder,2,0,0,,Jefe del hogar,No,No,31
11320,24-Mar-23,Zapopan,1412000016512,26,Falta de estacionamiento,Conducción del/ de la chofer,4,Hipotecada,No quiso responder,2,1,2,En la cochera de la casa,Cónyuge,No,No,31
11321,24-Mar-23,Zapopan,1412000016724,26,Congestionamiento,La distancia a las paradas,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Hijo,Sí,No,31
11327,24-Mar-23,Zapopan,1412000017008,26,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,31
11331,24-Mar-23,Zapopan,1412000016512,26,Falta de señalamientos,La falta de comodidad de las unidades del transporte,6,Propia,No quiso responder,2,0,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,31
11332,24-Mar-23,Zapopan,1412000016512,26,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,No quiso responder,2,0,2,En la cochera de la casa,Cónyuge,Sí,No,31
11333,24-Mar-23,Zapopan,1412000017008,26,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,31
11335,24-Mar-23,Zapopan,1412000016724,26,,,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,31
11341,24-Mar-23,Zapopan,1412000017008,26,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,31
11343,24-Mar-23,Zapopan,1412000016512,26,Vialidades insuficientes,Falta de información de rutas,3,Prestada,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,31
11348,24-Mar-23,Zapopan,1412000016921,26,Congestionamiento,Poca frecuencia de paso en el día,5,Hipotecada,No quiso responder,2,0,0,,Hijo,No,No,31
11350,24-Mar-23,Zapopan,1412000016512,26,Congestionamiento,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,2,0,0,,Nieto,Sí,No,31
11357,24-Mar-23,Zapopan,1412000016847,26,Congestionamiento,Conducción del/ de la chofer,5,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,Sí,31
11363,24-Mar-23,Zapopan,1412000016866,26,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,31
